Gene_id	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_101_S1_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_102_S2_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_103_S3_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_104_S4_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_105_S5_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_106_S6_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_107_S7_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_108_S8_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_110_S9_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_111_S10_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_112_S11_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_113_S12_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_114_S13_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_115_S14_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_116_S15_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_117_S16_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_118_S17_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_119_S18_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_120_S19_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_121_S20_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_123_S21_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_124_S22_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_125_S23_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_126_S24_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_127_S25_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_128_S26_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_129_S27_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_130_S28_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_131_S30_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_133_S31_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_134_S32_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_135_S33_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_136_S34_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_137_S35_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_138_S36_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_139_S37_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_140_S38_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_141_S39_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_142_S40_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_143_S41_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_145_S42_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_146_S43_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_147_S44_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_149_S46_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_150_S47_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_151_S48_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_153_S49_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_154_S50_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_155_S51_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_157_S29_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_201_S52_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_202_S53_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_203_S54_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_204_S55_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_205_S56_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_206_S57_L002_1.lane.clean.fasta_count.m	Mean	Median	Variance	CV2
Picea_mature_3867	10	5	9	9	5	7	10	4	16	8	19	9	16	29	15	6	44	9	99	5	5	17	17	22	12	24	13	66	33	27	35	9	37	34	18	20	17	27	10	47	28	27	24	21	38	17	11	4	22	4	28	10	38	22	28	20	20.8214285714286	34	274.367532467532	0.632865863427606
Picea_mature_2726	38	15	36	14	20	29	25	16	20	13	7	25	4	26	3	17	30	24	20	8	17	24	23	4	28	9	15	29	43	13	45	37	28	60	6	8	15	44	2	36	95	19	33	78	11	25	35	1	32	23	26	20	46	135	34	32	27.1607142857143	48	518.610064935065	0.703005247869457
Picea_mature_1559	8	1	3	0	0	1	0	2	4	2	2	2	2	1	0	0	1	2	3	0	0	2	0	2	2	1	1	4	1	0	3	1	4	2	2	1	0	2	2	3	1	2	5	2	8	6	15	0	5	1	1	1	2	2	1	0	2.125	4	6.40227272727273	1.41780434098773
Picea_mature_492	5	1	0	0	0	0	0	2	1	4	0	2	0	5	0	0	1	4	0	1	0	0	3	0	1	0	3	0	6	2	0	4	2	2	0	2	0	1	0	2	0	0	4	0	4	10	4	0	10	6	0	0	0	0	0	0	1.64285714285714	0	5.7974025974026	2.14799793779
Picea_mature_182	33	11	4	4	8	4	5	5	2	8	5	10	4	5	16	8	3	6	5	5	21	7	13	9	17	4	4	11	22	30	11	26	15	51	4	5	2	34	3	31	83	6	60	103	16	36	75	0	82	33	7	2	38	8	15	10	18.6607142857143	17	525.282792207792	1.50846989433725
Picea_mature_1470	2	0	0	0	2	1	0	2	0	0	2	1	0	0	1	0	1	1	0	0	1	1	0	0	0	1	1	4	0	0	3	0	1	3	0	2	0	0	0	1	1	3	1	1	2	4	2	0	0	2	1	0	0	0	2	0	0.892857142857143	2	1.18831168831169	1.49061818181818
Picea_mature_288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0357142857142857	0	0.035064935064935	27.4909090909091
Picea_mature_1689	3	11	5	2	6	6	2	0	0	2	0	0	0	4	3	0	0	0	0	0	0	0	0	1	1	0	0	0	1	3	0	1	4	0	0	0	0	0	0	4	0	13	1	7	4	8	0	0	7	4	2	0	2	0	2	0	1.94642857142857	0	8.59707792207792	2.2692059897009
Picea_mature_1378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Picea_mature_3325	83	30	46	96	65	218	253	187	198	60	186	33	154	55	335	88	224	157	140	91	212	159	124	92	217	57	133	280	319	172	192	187	184	255	46	44	126	229	37	225	323	245	429	481	341	219	474	8	493	229	348	61	774	158	203	173	195.5	370	20155.7090909091	0.527356809306823
Picea_mature_2980	988	221	190	175	87	186	317	225	254	143	202	69	246	106	345	269	171	403	116	158	317	68	386	150	510	23	305	273	863	517	131	930	154	1591	74	342	252	1199	23	1026	1781	245	1600	1602	425	583	1857	13	1439	723	418	103	1026	414	409	219	479.678571428571	542	243634.149350649	1.05885752227292
Picea_mature_1599	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0178571428571429	0	0.0178571428571429	56.0000000000001
Picea_mature_2607	213	99	115	203	146	218	56	49	21	100	6	40	14	36	43	49	17	111	11	16	63	35	33	24	98	76	119	186	313	273	266	454	179	300	28	71	17	121	18	249	390	226	250	451	197	329	326	4	401	288	69	27	174	95	345	10	144.071428571429	199	16508.8311688312	0.795354240834638
Picea_mature_972	218	117	84	207	165	278	72	44	20	72	2	36	10	64	34	40	9	35	14	15	25	6	51	15	38	15	22	15	62	17	15	48	13	88	4	12	1	49	0	19	30	29	11	25	27	21	24	0	22	3	58	3	8	7	4	9	41.6428571428571	44	3143.1064935065	1.81250017719689
Picea_mature_2977	6	2	7	1	0	0	0	0	0	14	0	16	2	30	1	63	0	50	1	59	13	1	31	3	66	0	20	1	40	42	4	60	2	129	0	8	0	55	0	37	204	0	12	11	0	3	36	0	31	14	0	0	22	0	0	0	19.5892857142857	6	1249.3737012987	3.25578080874643
Picea_mature_678	1	0	1	2	1	1	0	0	2	4	0	0	0	2	0	8	0	1	0	1	3	0	0	1	4	0	1	0	8	4	2	4	0	5	0	0	0	0	0	0	0	2	3	3	0	1	6	0	6	6	0	0	0	1	0	0	1.5	1	4.65454545454545	2.06868686868687
Picea_mature_1604	66	5	0	1	0	1	6	1	1	3	0	10	0	6	0	4	0	1	0	0	1	0	1	0	3	0	0	0	0	0	0	11	1	6	0	0	1	3	0	3	4	0	10	10	0	6	2	0	3	2	4	0	1	1	0	1	3.19642857142857	2	81.5788961038961	7.9845016754102
Picea_mature_4052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Picea_mature_89	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	2	2	2	0	0	0	2	0	0	2	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0.446428571428571	0	1.74253246753247	8.74333090909091
Picea_mature_2068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Picea_mature_4014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Picea_mature_3264	2186	791	1081	580	629	595	441	368	111	1065	46	953	123	1678	144	1207	256	1049	71	430	649	96	1948	96	2341	105	831	225	2116	930	219	1484	230	2975	57	482	322	2323	66	2992	3506	483	1387	3109	606	1305	2457	28	2005	796	371	97	1046	848	750	251	952.428571428571	1278	836880.722077922	0.922568736910796
Picea_mature_1010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	1	11	0	1	13	1	10	1	14	0	3	0	17	5	0	17	1	4	0	3	0	9	0	9	18	0	3	7	0	6	11	0	7	7	0	0	0	0	0	0	3.35714285714286	0	26.3428571428571	2.33734721593481
Picea_mature_2061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Picea_mature_3437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Picea_mature_3528	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142857142857143	0	0.342857142857142	16.8
Picea_mature_3752	94	26	33	31	25	43	68	40	81	28	310	38	87	73	546	25	160	40	317	37	18	115	15	191	36	48	28	202	106	61	179	53	193	61	38	69	67	70	9	217	105	42	37	42	38	13	23	4	36	24	175	24	140	55	98	64	85.6785714285714	101	8931.31298701299	1.21666461029218
Picea_mature_3042	1	8	8	27	22	21	20	16	22	5	12	8	28	18	39	13	40	18	15	5	37	29	22	21	29	25	26	57	41	31	36	51	60	57	14	12	24	51	11	47	85	111	95	62	111	33	72	1	54	41	22	17	128	31	43	22	34.9107142857143	53	794.482792207792	0.651879052691606
Picea_mature_1680	31	6	3	1	2	6	4	5	5	7	6	1	4	7	23	15	22	11	15	9	5	5	7	9	6	6	4	19	10	11	24	13	25	23	2	7	13	10	4	12	14	9	11	25	5	4	8	0	11	3	10	8	31	18	15	24	10.6071428571429	17	61.2246753246753	0.54416380930002
