Gene_id	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_101_S1_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_102_S2_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_103_S3_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_104_S4_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_105_S5_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_106_S6_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_107_S7_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_108_S8_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_110_S9_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_111_S10_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_112_S11_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_113_S12_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_114_S13_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_115_S14_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_116_S15_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_117_S16_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_118_S17_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_119_S18_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_120_S19_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_121_S20_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_123_S21_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_124_S22_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_125_S23_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_126_S24_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_127_S25_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_128_S26_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_129_S27_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_130_S28_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_131_S30_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_133_S31_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_134_S32_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_135_S33_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_136_S34_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_137_S35_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_138_S36_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_139_S37_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_140_S38_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_141_S39_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_142_S40_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_143_S41_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_145_S42_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_146_S43_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_147_S44_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_149_S46_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_150_S47_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_151_S48_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_153_S49_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_154_S50_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_155_S51_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_157_S29_L001_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_201_S52_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_202_S53_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_203_S54_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_204_S55_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_205_S56_L002_1.lane.clean.fasta_count.m	/proj/uppstore2017145/V2/Ulrika_proj_1/sRNA_dataZE/P11601_206_S57_L002_1.lane.clean.fasta_count.m	Mean	Median	Variance	CV2
Picea_mature_3633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Picea_mature_639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Picea_mature_3291	189	54	51	48	52	92	72	57	136	102	45	60	86	69	44	56	85	134	104	82	82	161	61	31	78	120	116	110	90	462	162	79	527	217	547	387	639	288	222	143	103	51	183	118	80	146	197	2	189	123	21	28	16	15	12	6	132.678571428571	176	18616.2584415584	1.05752544561673
Picea_mature_911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Picea_mature_2941	223	21	0	0	2	5	3	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.625	0	891.256818181818	41.6657679792815
Picea_mature_924	22	0	1	0	1	1	4	0	1	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	2	0	2	1	0	0	0.946428571428571	0	9.54253246753247	10.6533933136995
Picea_mature_1455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Picea_mature_2253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Picea_mature_2305	86	29	13	9	19	19	11	13	34	26	9	21	10	34	2	11	19	12	15	12	5	38	8	7	5	51	14	31	10	5	60	15	43	23	21	6	22	16	31	16	16	90	27	59	70	104	54	0	45	34	26	3	43	2	2	2	25.1428571428571	35	541.07012987013	0.855902516904583
Picea_mature_4066	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0178571428571429	0	0.0178571428571429	56.0000000000001
Picea_mature_549	0	18	5	40	19	67	32	46	9	6	4	2	11	7	17	18	36	19	12	8	12	9	10	1	29	2	2	14	9	7	9	5	3	2	1	2	8	9	3	5	4	31	9	2	7	2	10	0	5	2	22	1	27	3	9	7	11.7678571428571	16	170.363311688312	1.23021579450758
Picea_mature_248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Picea_mature_1432	115	48	47	17	31	16	13	17	29	20	18	17	24	30	4	11	34	13	33	7	12	96	8	29	7	115	22	110	45	31	105	47	94	75	38	16	21	53	52	42	38	132	98	106	236	167	130	4	100	103	47	9	129	9	16	17	51.8392857142857	64	2395.26461038961	0.891323753027985
Picea_mature_593	0	0	3	0	0	0	0	0	0	44	0	8	0	45	1	3	0	7	0	1	24	0	36	0	10	0	34	1	92	45	2	57	1	2	0	34	0	19	0	84	71	0	0	0	0	0	1	0	2	0	0	0	2	1	0	3	11.3035714285714	1	499.051623376624	3.90583692317256
Picea_mature_4077	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.107142857142857	0	0.133766233766234	11.6525252525253
Picea_mature_1118	7	18	24	9	8	12	8	3	5	27	14	28	2	37	1	27	3	42	3	26	14	17	7	1	41	13	23	12	41	17	32	34	31	71	10	6	8	39	2	42	47	12	48	58	27	68	44	0	64	42	9	4	17	11	0	1	21.7321428571429	31	355.181493506493	0.752047421617718
Picea_mature_3345	1	2	0	0	2	0	0	1	6	9	4	5	4	10	1	0	7	1	18	1	0	9	0	6	0	21	2	9	0	0	7	0	9	0	2	0	1	3	5	3	0	7	0	1	8	0	0	0	0	2	3	0	6	0	0	0	3.14285714285714	2	19.8337662337662	2.00796393688956
Picea_mature_515	293	364	374	265	194	190	66	36	29	43	20	37	17	42	49	56	42	131	38	64	92	74	212	52	221	150	118	258	291	94	218	208	135	397	50	59	83	220	58	203	317	227	293	597	373	327	452	2	301	245	74	9	475	54	50	16	167.053571428571	249	19874.2334415584	0.712162099143869
Picea_mature_1892	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0714285714285714	0	0.103896103896104	20.3636363636363
Picea_mature_782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Picea_mature_1077	10	5	1	2	0	2	0	1	0	4	0	0	0	2	0	14	1	11	1	14	7	0	21	0	21	0	17	0	18	19	0	5	1	24	1	8	0	21	0	19	22	0	14	10	1	5	12	0	3	6	2	0	3	2	0	0	5.89285714285714	4	56.5701298701299	1.62905351030971
Picea_mature_3887	0	0	0	5	2	2	13	3	3	0	1	0	4	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	17	0	3	0	0	0	1.03571428571429	0	8.76233766233766	8.16845746405794
Picea_mature_102	10	3	4	2	1	1	7	6	17	10	42	2	9	6	36	5	17	8	79	12	6	9	0	12	9	4	2	9	12	2	3	4	5	1	4	5	1	5	0	13	3	1	1	4	0	1	7	0	1	2	19	4	4	0	9	2	7.875	8	154.802272727273	2.49618177237225
Picea_mature_3034	146	6	8	2	3	9	40	33	23	10	10	9	27	3	30	12	37	24	23	9	4	33	7	12	9	16	18	54	9	30	60	26	41	39	20	12	54	20	3	17	26	30	9	38	29	20	12	1	1	7	66	29	66	84	33	67	26.1785714285714	40	639.712987012987	0.933454773535624
Picea_mature_1609	562	66	38	13	6	14	6	14	5	164	7	74	8	165	13	205	2	392	5	165	163	6	159	4	207	2	79	21	189	106	5	283	11	325	0	50	4	190	2	148	377	3	321	305	11	257	185	0	203	116	14	1	92	2	0	2	102.982142857143	59	16507.9451298701	1.55657183468677
Picea_mature_2808	3	0	0	5	1	1	2	0	0	0	0	0	0	0	0	2	0	3	0	0	1	0	1	1	1	1	0	6	1	2	6	1	1	2	0	0	0	0	0	6	1	1	5	2	1	3	5	0	4	1	1	0	1	0	1	0	1.30357142857143	2	3.05162337662338	1.79581364404033
Picea_mature_2327	15	1	1	3	1	1	11	5	10	6	3	15	10	11	16	2	8	7	10	0	1	12	0	0	1	30	6	50	13	15	173	19	99	18	68	10	89	10	17	19	9	41	13	53	95	21	42	3	12	16	16	26	331	271	74	6	32.4107142857143	24	3749.70097402597	3.56959899659114
Picea_mature_930	17	35	43	164	121	147	36	33	11	23	19	17	25	38	20	61	7	73	11	53	127	3	165	8	192	2	77	14	215	125	3	139	7	185	6	56	5	160	5	152	262	11	187	241	15	109	231	0	236	123	75	0	64	6	11	8	74.625	74	6085.14772727273	1.09270376041417
Picea_mature_1797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Picea_mature_2868	157	10	10	22	14	20	67	60	40	17	62	8	54	14	27	37	13	43	11	13	27	9	17	7	28	2	4	8	35	16	16	24	31	35	5	12	13	15	15	20	61	38	68	61	45	22	92	0	89	54	92	4	97	13	49	5	32.6428571428571	42	930.342857142857	0.873105449391665
Picea_mature_1483	1	3	7	0	4	3	13	4	3	5	5	11	3	13	16	13	9	18	6	7	9	4	10	2	23	1	8	11	31	23	15	51	10	39	4	16	3	16	0	44	46	5	22	17	1	12	25	0	39	12	12	1	17	6	2	5	12.25	18	151.136363636364	1.00715610919693
Picea_mature_246	14	6	3	16	14	11	3	11	9	7	27	8	6	14	11	1	4	9	49	6	3	14	10	13	3	27	4	33	25	13	25	4	31	6	19	10	5	8	6	24	17	11	5	8	7	6	8	0	8	4	5	2	7	5	5	4	10.9642857142857	16	87.3805194805195	0.726865295894145
Picea_mature_1937	1163	26356	26317	38446	26899	38833	6056	4711	1402	4026	1233	522	1165	1114	1641	598	645	708	704	355	931	531	828	747	1162	422	554	1367	1546	748	1335	1327	1266	1360	198	337	824	1129	201	877	2372	1479	1190	1153	1588	631	1239	20	1215	759	7609	163	2678	1382	1312	811	4039.01785714286	2328	79565370.526948	4.87722221254925
Picea_mature_3602	254	192	180	371	276	480	205	162	81	102	146	81	162	141	171	300	99	496	73	321	386	189	599	100	805	214	654	765	1487	784	660	1016	759	2375	247	583	177	1332	106	1236	1593	495	971	1905	1337	969	1534	2	1299	698	284	38	1950	218	422	60	581.107142857143	692	319072.097402597	0.944879441242716
Picea_mature_1292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Picea_mature_1968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Picea_mature_1949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0357142857142857	0	0.035064935064935	27.4909090909091
Picea_mature_3425	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0.160714285714286	0	0.246428571428571	9.54074074074073
Picea_mature_2738	1923	404	239	70	56	83	964	882	898	388	329	512	998	561	1458	401	1482	660	547	98	314	808	479	588	611	535	249	1358	406	261	1133	461	530	704	206	105	367	443	164	375	670	813	619	986	1398	475	425	33	451	252	1137	192	2632	608	858	861	633.214285714286	1042	240000.571428571	0.598564377805963
Picea_mature_1508	82	8	7	1	1	1	4	1	4	46	1	14	2	32	2	31	0	72	0	17	23	2	31	1	71	3	25	2	57	39	2	62	3	102	0	17	0	39	0	36	82	0	81	110	2	45	60	0	63	38	1	1	10	1	2	3	23.9285714285714	11	917.122077922078	1.60174584337471
Picea_mature_869	3	7	2	0	7	1	1	1	5	5	7	5	7	7	1	2	6	1	40	4	1	18	0	4	1	22	7	25	1	2	18	2	11	3	19	9	7	4	21	24	3	4	4	0	21	3	3	1	0	0	12	0	6	2	1	1	6.64285714285714	8	67.2155844155844	1.52321130135906
Picea_mature_418	24	10	11	6	10	14	28	16	15	19	4	6	13	15	8	8	16	25	2	9	14	2	28	3	14	5	12	8	22	24	13	14	20	23	2	7	11	14	2	24	33	31	47	42	25	44	38	0	39	26	23	3	30	7	11	5	16.5178571428571	28	138.181493506494	0.506456874958497
Picea_mature_2341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Picea_mature_3594	23	6	7	5	2	4	0	0	0	30	1	18	1	30	2	39	0	66	0	27	59	1	37	3	68	1	25	2	70	30	0	28	5	77	0	9	1	25	0	38	96	1	74	83	1	41	82	0	81	54	1	3	7	2	1	0	22.625	11	819.293181818182	1.60052390453172
Picea_mature_2543	63	16	21	22	19	17	41	68	28	63	50	38	42	41	122	51	94	91	45	48	102	87	83	70	112	30	60	147	122	85	251	305	126	151	38	29	81	169	44	107	493	351	280	222	142	132	279	5	267	173	44	10	162	29	62	29	104.625	138	9647.475	0.88133845488453
Picea_mature_3582	1194	468	459	293	336	442	267	284	286	237	179	173	164	285	269	225	338	477	157	166	417	341	411	174	466	326	327	374	786	526	551	743	653	823	177	266	306	828	197	806	1813	987	1915	1668	1164	1126	1481	8	1439	790	245	88	1040	161	380	191	548.089285714286	715	208452.737337662	0.693912926466032
Picea_mature_1058	138	14	8	7	1	3	19	28	1	19	0	29	2	54	0	12	1	8	2	6	5	0	5	0	14	0	7	2	10	6	1	13	1	32	0	7	0	16	0	21	16	2	12	25	1	5	23	0	22	13	11	1	8	0	1	1	11.3035714285714	12	409.560714285714	3.20543463883461
Picea_mature_3388	99	48	25	14	29	32	57	36	13	43	13	19	9	30	33	54	19	79	20	22	27	27	10	17	16	45	37	24	16	28	38	26	61	65	34	16	39	32	15	43	28	72	126	74	43	67	140	3	89	59	62	9	43	15	79	8	39.7678571428571	64	835.926948051948	0.528571747254812
Picea_mature_252	7	0	0	0	0	2	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	1.02727272727273	16.4363636363636
Picea_mature_3004	15	0	0	2	0	1	4	3	1	4	2	1	0	1	1	2	0	4	0	0	2	0	2	4	3	1	0	2	3	1	4	4	4	4	3	0	4	1	0	3	4	9	4	5	3	4	4	0	0	4	1	2	11	6	3	2	2.64285714285714	4	7.72467532467533	1.10594328972707
Picea_mature_1303	0	0	0	0	0	0	3	2	1	0	0	1	1	1	1	0	6	0	2	1	3	6	3	1	2	4	0	17	2	2	5	1	5	3	0	0	3	5	4	1	8	5	3	8	19	9	4	0	5	3	5	0	18	3	5	0	3.23214285714286	4	18.0724025974026	1.72995496307972
Picea_mature_424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Picea_mature_3073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0178571428571429	0	0.0178571428571429	56.0000000000001
Picea_mature_487	111	68	80	67	47	75	46	54	38	57	80	78	64	90	54	71	32	107	62	127	121	58	116	50	150	50	119	111	338	241	112	248	117	512	36	158	32	419	33	402	509	136	475	721	189	443	628	0	580	341	112	11	232	18	57	17	166.071428571429	197	31120.5038961039	1.12838363068773
Picea_mature_4086	168	85	76	27	71	86	156	83	54	69	52	29	49	37	137	59	71	122	93	51	30	36	33	52	20	62	66	75	31	26	120	39	138	100	69	36	121	63	32	90	53	28	57	39	60	52	83	1	89	51	99	16	62	69	43	23	64.9821428571429	119	1296.16331168831	0.306952848028268
Picea_mature_350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	3	0	1	0	0	0	2	0	4	1	0	0	2	0	0	0	2	0	0	0.357142857142857	0	0.706493506493506	5.53890909090909
Picea_mature_307	2	2	1	1	0	0	62	69	44	3	19	3	24	6	72	6	50	6	31	0	26	85	24	77	49	109	53	164	110	14	75	27	63	40	16	9	77	104	51	55	83	187	79	191	198	132	137	1	104	39	63	20	142	59	87	60	57.3392857142857	101	2781.10097402597	0.845886706844926
Picea_mature_207	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	4	0	0	0	1	0	3	0	0.25	0	0.554545454545455	8.87272727272727
Picea_mature_1893	50	36	69	47	37	56	28	27	40	5	83	14	69	24	44	42	62	60	123	91	62	23	38	52	56	5	72	66	168	122	25	48	47	74	28	105	12	187	5	262	73	6	34	25	33	9	27	0	6	8	76	9	41	6	10	23	50.8928571428571	81	2331.33376623377	0.900100054282436
Picea_mature_2670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Picea_mature_575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
Picea_mature_1004	7887	1349	816	307	228	210	78	80	21	29	13	58	64	64	24	102	42	158	16	84	47	53	210	38	166	122	79	316	123	49	204	80	90	318	62	36	105	122	61	81	138	220	62	353	534	193	211	2	106	87	82	23	675	118	82	15	301.660714285714	171	1115198.15551948	12.2550343347082
Picea_mature_3366	82	17	6	9	11	14	42	35	19	67	9	10	33	61	79	160	20	149	3	30	39	31	82	32	112	51	77	188	289	161	249	223	206	225	29	30	19	59	13	144	166	263	131	166	157	126	198	2	212	101	39	16	177	64	211	15	92.125	125	6654.40227272727	0.78406857802
Picea_mature_2444	0	0	0	0	0	0	1	2	0	0	0	0	0	0	4	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	6	0	0	0	0.428571428571429	0	1.5948051948052	8.68282828282829
Picea_mature_3616	0	0	3	0	0	0	0	0	1	32	0	17	2	37	5	79	3	148	2	44	53	1	33	1	51	0	15	1	44	29	0	23	0	34	0	11	0	45	1	38	58	0	54	48	0	27	68	0	37	32	0	0	7	0	1	0	19.375	5	780.965909090909	2.08040866521616
Picea_mature_1846	69004	14015	9696	3995	1642	2182	34806	34491	56783	53289	18277	21804	25149	39099	89254	38972	82415	81117	32841	31860	87768	111919	69413	55037	98359	66067	51868	116291	136674	73069	151483	130271	145094	137330	18916	24849	63883	111870	35077	105783	235413	332485	264215	207578	216410	166184	239859	3145	256834	175076	25913	21886	234516	65056	125628	61878	92210.5	135071	6271628935.49091	0.737597780613202
Picea_mature_1290	18	5	3	5	0	1	8	3	20	10	26	8	12	11	71	12	45	19	185	19	19	41	4	63	21	61	17	130	41	33	59	20	75	30	29	22	17	30	38	68	40	31	40	47	46	31	17	0	32	28	19	7	40	4	15	12	30.5	41	1001.81818181818	1.07693435293543
Picea_mature_1407	42	4	1	6	0	1	2	4	4	0	2	0	2	2	0	0	1	2	0	0	0	2	1	0	0	3	0	5	0	1	0	1	0	0	1	1	1	0	1	0	2	4	0	2	1	3	1	0	1	2	2	0	5	1	3	0	2.08928571428571	2	31.8282467532467	7.2915027991951
Picea_mature_3981	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0714285714285714	0	0.0675324675324676	13.2363636363637
Picea_mature_1489	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.107142857142857	0	0.133766233766234	11.6525252525253
Picea_mature_3267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0.0892857142857143	0	0.228246753246753	28.6312727272727
