Z2_Z1_SD	Z3_Z2_SD	Z4_FMG_Z3_SD	Z4_ZE_Z3_SD	Z5_Z4_FMG	Z5_Z4_ZE	Z6_Z5_FMG	Z6_Z5_ZE	Z7_Z6_FMG	Z7_Z6_ZE	Z8_Z7_FMG	Z8_Z7_ZE	Z9_Z8_FMG	Z9_Z8_ZE	Z10_Z9_FMG	Z10_Z9_ZE
Picea_mature_1240	0.208811162467269	0.71898240134525	0.96721433807998	0.373079690170775	-0.349093260805659	0.378771327764653	-1.61053330963861	-2.2370724686546	0.478911883786082	1.72290838933162	1.30749464975104	-0.121221352562777	-0.874355618839632	-2.92035444694208	-1.03496330353866	-1.48818267686599
Picea_mature_3103	-2.34042910332386	0.703410821125478	-0.0168413300950738	1.78991155218044	-0.97051084212949	-7.07516645171628	0.15080210483096	-1.41031205694825	-0.22131963204878	1.39231293375793	0.448075037686901	-1.8914289625364	-1.49481706745307	1.0525677249721	0.116666796384955	1.35637959699765
Picea_mature_3869	4.23666243110046	-1.64996628516949	-0.857522969380734	-3.11447472818903	-1.33445125135692	-3.67686763023214	-0.155046246469876	-0.977024480816157	-1.41869060089404	0.37119492035912	0.922219167374717	-1.02725614548215	-1.72903072993982	-2.05120999700117	0.465263322895431	2.49225358230416
Picea_mature_2054	-3.57577897812146	2.02789267576805	-4.09062159233447	1.91854694178368	1.0458242296913	-2.48137482698066	0.643321255396916	-0.68719662919696	-2.84345804650082	-0.113530016602024	0.671870428047601	0.4989604377838	-0.990162880270902	-0.248753951194041	2.413472433847	0.517322620028155
Picea_mature_1418	-1.8837385906982	-0.335643134494036	0.267684848455352	-0.797083397504815	0.0088686469147803	-0.909945343588809	0.564517572221441	1.14756262896384	-0.239480146930019	-1.09736721752509	0.0723973022236037	-0.33601791704173	-0.790390425083523	1.30145897825897	1.74358772806866	-0.961772829298474
Picea_mature_2511	-1.83631416045821	-0.802590579189589	-2.38260681449712	0.922777567911841	1.45728274644392	-0.122207273969718	-1.54185287160541	-3.10058573024599	0	2.59976440274181	0	-0.695520922046713	0	-1.27559993619544	0	0.633889783048185
Picea_mature_13	-0.0569327211490532	-2.76533915498714	-2.56286893982172	4.34278747148715	1.22063446670032	0.207053918997	0.935534923417822	-0.371119331435657	-0.0234699301253098	-0.187321548329566	-0.456361769751149	-0.0699787178249512	-0.0670902707992009	-0.191165204853304	-0.117214452932395	0.017770457185828
Picea_mature_2188	3.03139519443912	-5.44237603053775	0.0185266836796889	-1.23071544542551	-0.164246320418972	-4.4123502583222	-1.37536600571611	0	-1.00785953393676	0	-1.78171868373754	0	1.97698311826292	0	-0.822796706348327	0.629481812501338
Picea_mature_3591	-4.59142733402079	2.1424016311863	1.05192886890296	0.9805139864464	0.429437768402163	2.99762906724482	0.76518577753559	1.02609393424288	-0.502848523975733	0.539319240460675	1.01677623459641	-0.104703016188896	-0.0854971947625698	-0.323446081389031	0.0741928027366829	0.384707744832806
Picea_mature_2165	0.513699765193601	-0.430656220045567	-0.320792354473562	0.616463209156961	0.466304754985452	-0.541142222911778	0.601452292467645	-0.207949402513641	0.0314261914873803	-0.247783623558212	-0.783164456985674	-0.151413262241579	0.808374829010407	0.309857944204209	-0.316463545213	-0.65213458510375
Picea_mature_4064	0.477843449378461	-1.25843816227196	-0.955922015400706	-0.404311900986922	0.596884134383765	0.0510754229514616	-0.141593688263506	1.06040246325011	-0.501749702638199	-0.130431033301404	-0.161948293038033	0.173531876219298	1.2741448738599	-0.844620095518248	-0.271652889333245	1.49963072227272
Picea_mature_3701	-0.0374705288545682	-0.0959945906055325	-0.204789073458191	0.343677845683171	0.488370229920649	0.383420226288692	-0.313607818148469	0.288161425970296	-0.363097746341623	-0.530772925527037	-0.265448323107776	-0.105956046510864	0.694349496937327	0.216227818375448	-0.281546153887291	-0.0774557430239847
Picea_mature_3924	0.375292536298788	-1.01257001352107	0.630687661124173	0.639330613789292	-0.112027278083345	-0.664424263863307	-0.161641346472056	0.431246181262243	0.218876867223328	0.256293615187722	-0.489080925583911	-0.860955249227023	0.774915550576754	0.326309709200559	-0.693836030251333	-0.00980062221177271
Picea_mature_1146	-0.176621649525819	0.255973681644356	-3.15297851167177	0.938684332454675	0.701754147888605	0.475601908551222	-0.786324382084222	-2.02993371363419	0.519627650697944	0.727519300724456	2.53379319389892	-0.430298425655393	-1.20360614757674	0.583944823300105	1.41069508361362	1.20757651423949
Picea_mature_3845	-0.545331523568542	0.652495580467258	0.685339782587276	-1.38601904006143	-0.0579300742271734	2.20083740621643	0.49381252225167	-2.29389492911943	0.590041070603204	1.48590235435402	0.175779536881468	-0.524434389215175	-0.245505276441428	-2.47195115636142	-1.74140657861834	-0.920319174402184
Picea_mature_1613	0.0046217830253251	-0.558119600726357	0.940555528068299	1.1638487849009	-0.172770619134428	-1.04683712241661	-0.291791816831034	-1.08076394064077	0.12492154492507	0.585823306672658	0.228076909783149	-0.667402579046607	0.312542339114954	-0.108028335749054	-1.19571042033697	1.2675896991399
Picea_mature_2637	-2.67235050718539	2.2878571196544	-0.659559930570387	-2.56549386688406	1.52359328434707	4.39971717716841	1.30854431911134	1.68123668486706	0.297998019321381	0.336507532139551	0.00272738940674871	0.00501722001704502	-0.872280735162295	-0.759531288390821	0.309626901595578	-0.327239994803322
Picea_mature_3989	-0.83183289470237	-0.0608820007783896	-0.201323937609325	-0.216754309724232	0.916136455349141	1.65025144528786	-1.00070656405284	-1.85282444575794	0.03710172056046	2.75139054550749	6.43985370321922	2.27078965065163	-3.29316969913964	-5.05364921427634	-3.72871830676806	-0.492128689108405
Picea_mature_284	-0.570965576656921	0.632394691367973	0.301703975335195	-0.00262159842922329	-0.16328319345497	0.703447135757179	0.0067514930538608	-0.539918278112833	0.960382129124963	0.155488624285014	-0.154474751422514	-0.909843616324164	-5.52708255587269	-0.563132673062411	4.46524240133813	1.05838945191377
Picea_mature_1233	-0.91292330148037	-0.164223244442905	0.753086810818553	0.683030215604574	-0.245345155345547	0.95028009847762	0.181210402754696	-0.909729281628867	-0.434031837257126	1.19740794737929	1.37954370499175	-0.828606576513326	-1.31756111890961	-0.316383215641364	-1.22510632011286	-0.440822401710682
Picea_mature_3000	1.62361845024402	0.0141805716000121	-0.265241114394788	-1.0398662112144	0.452088799247088	0.36362654774719	-0.999644693602193	-0.911381216855444	-0.194306537095687	0.575735254962573	-0.587552407822492	-0.630317060927828	-1.32075770048866	-0.440439013196369	1.87140723909814	-1.10674195758383
Picea_mature_1745	2.07074561755666	-0.950536923506987	-1.67975459583688	-1.69518499284862	1.53421769798167	2.32356973187336	1.77440654001552	3.16674291717656	0.537157049769148	0.40637021226088	0.412310832984117	0.27722006228851	-1.56277946407099	0.101492679558062	1.67786310950838	-0.461874202758765
Picea_mature_3213	0.542496087323972	-0.761314721152401	-0.223914895620113	0.291579599837859	0.21750262463959	-0.158210102166337	0.387055788100905	-0.391060514148372	-0.568145394052634	0.0963444974712258	0.471785418861252	-0.458670358625855	-0.799689032734105	0.00695740247532872	0.446808469262591	0.415954824121774
Picea_mature_3204	-5.64127474146594	1.41729089891389	0.643381136900943	-0.733133435707949	-2.59822178239938	0.352726661081639	1.96459365823379	-0.314367542941656	-0.258519476075629	-1.0821841772193	-2.2598671416918	-1.28085630307215	0	1.0743180866046	0.700883874886045	0.214136655163246
Picea_mature_980	0.854309876372681	-0.0928521174240685	-0.00951731956448447	-2.06943517062252	-1.58803411133058	-0.702107638195994	-1.20569756768603	-1.16790014538183	-0.398498269718251	0.26588056791011	-0.561777606536447	0.222570057390096	0.514756025949284	0.164375722532537	-0.511307952576762	-1.83701843109307
Picea_mature_2957	0.0072357100445092	2.02812003768338	-0.86810474103341	-3.29676963198229	0.121315097554023	2.12803545177662	-1.24720716477926	0.293889549194562	-1.97441647765184	-1.00147587698749	-2.38087050555991	-0.11506306630187	2.98257353067825	0.764251974609567	-0.682740688801635	-0.99037393511646
Picea_mature_211	1.37991805860137	-2.44691087138957	-0.730689707552843	1.56643444732546	-0.876428023871126	-0.885846768317715	0.523481583305145	-0.380564629266627	0.685279852930869	-1.16868726973815	-0.282830382110412	-1.16602399085395	0.398733720749106	-1.31895213747723	0.360644846678682	1.84574828923081
Picea_mature_987	-3.26358609529109	0.0630154294534803	-3.48144662635567	-2.53629794087711	-0.522168743437788	-3.81593823584765	-1.62451194460931	-1.32521181917129	0.156158133195828	-1.75798397016696	-4.6646432000144	-1.2503621692524	2.70231315762432	1.06527411472797	-2.07211078786848	-1.29796832633721
Picea_mature_686	-3.18687198028633	0.0135220265712754	2.3524458621411	-1.76652627429503	-3.48890228724061	2.39975344931245	1.04780476029557	1.15787457927026	1.21827627542616	-0.101902858328609	-0.436028240662709	-0.761398110685506	-1.70692724205934	0.0349879165625247	1.50697540172493	0.680551244008029
Picea_mature_783	-1.29831207261891	0.883060959324687	0.0399698861750174	-0.365109097328111	-0.229795571680871	-1.0421146869189	0.181705822358968	0.09341550712673	-0.540844330267645	-0.288441290251092	-0.146227115643976	0.130304795967853	-1.43550416586244	-0.647807242503582	1.44986496119958	0.756170579683374
Picea_mature_2919	-0.924217234333102	0.676911723453218	-0.0210688015652555	0.349296583413702	-0.370438031755872	0.306374912201359	0.0413197364872144	-1.95917479731894	-0.0290991875755039	1.30905405642402	0.696178772457256	-0.412153521032785	-1.34578071223441	-0.133251573344121	0.117938376033055	-0.730641218359931
Picea_mature_1756	0.59218971434155	0.902880788320842	-2.20980898613534	-0.0215430542786104	1.02114333005841	2.10443894510751	2.49747641475588	0.265139046146399	-1.00016317425333	0.610292171189772	0.333385782938632	1.24002518911708	0.108483891498974	-0.370415068053636	0.0498844626142097	-0.777037078689381
Picea_mature_412	-2.09251929665649	3.64385366565274	1.75168255345867	-0.275965615901972	1.05419775513738	1.22991660067625	0.688214493928854	1.93799838514414	-0.467883786244499	-1.17577250166605	0.0767601179837875	-0.221390563476654	-0.579701860142383	0.417969960438875	-0.032144026870127	-0.0743934209991397
Picea_mature_1027	-0.929218882121032	0.612090694559369	-0.314848883871808	-0.20669850204211	-0.228955772862898	0.512410199755085	0.470548739691639	0.202921143286797	-0.127411498106803	-0.264228887292815	-0.620573897599094	0.304658212383914	-0.798323009139496	-0.0496020069853408	0.700573674596255	0.231044563473779
Picea_mature_989	-1.84366563706159	5.4194209766111	-2.30324620784693	-6.65885275048681	1.36184847157995	0	0.126894822066335	6.1988394098587	0.938761259589908	0.113001698026485	-1.50427807820834	-3.16860311176795	1.20141995714987	1.97426638186993	-0.527175628520067	-0.493335658968395
Picea_mature_3234	0.591960565326256	-1.88946352859338	-1.17256735302026	-1.07765874513313	-1.08462063365841	-2.30609562418893	0.19077380972721	0	2.9102955966839	3.2665983213656	1.06146818417498	0.396251750017257	0.727940725300369	0.976566287037728	0.25360034598056	-0.950725183362489
Picea_mature_1095	-1.0347166038606	-0.385593960027296	1.82730330943097	3.58206124806024	-2.00238456927388	-0.985404005460412	1.92044433283967	0.503980610704268	0.303465246402436	-0.268679718473614	-0.823020023695298	0.465558916681044	0.987239526002069	0.174706405959961	-0.215130991240272	-0.954409498251842
Picea_mature_1285	-3.79852921118868	1.70966029186494	-2.40128734579379	2.7668435717146	1.1172116201487	0.978727573448869	1.07677755806978	-0.0953877563813824	-1.56019099447403	-0.45953816162956	0.394436213557489	-0.606649272431505	-4.68051023354371	0.191104200676086	3.19974138505965	0.303227924294976
Picea_mature_3599	0.503385590849969	0.865271119756239	-0.0665781267615032	-1.49188767734816	-1.22473823190829	-1.3141160596465	-1.90707502353746	-0.257864860041561	-0.558966760788423	-1.15794667789576	0.447742260712295	-0.181124248024341	0.893949186844751	0.517281548396469	0.535696414709236	1.24096632056186
Picea_mature_431	-1.96746685913147	-4.37622410590367	3.12021789459599	10.1201361987974	0.659325355861584	-1.72428077916844	0.648150073131349	-0.257048618878658	-1.07212787767725	-0.0252714036379671	-0.135784957719851	-0.76748531978958	1.09944961303567	0.231497933374951	-0.853342135975505	-0.167868709144548
Picea_mature_2220	-0.0256229720290459	-1.10119994265174	-0.583912975704797	0.192769381041882	-0.106078726320057	0.407759556344976	-0.372398321739301	-1.03732856781218	0.492362006745048	0.716099611788944	-1.08882977866904	-0.89228161992601	-0.908831951909172	0.401578993439205	0.973128878414392	0.663808849075291
Picea_mature_3585	-3.45098786809732	-1.14823438701834	0.66047212292797	3.10419220343028	-3.1187016095768	1.2898130426109	1.15256904545954	-0.32423441472535	1.0297798107315	-0.394379247336865	1.61804282113976	-0.343729282417902	-3.17921673310818	0.251629126983428	2.03930655525801	-0.507861726791339
Picea_mature_326	1.26729040907924	1.09900778209259	0.539903660269578	-2.08604502770169	0.430062088783121	0.741944485355219	-0.515282503522554	0.674563390168199	-0.733927411201857	0.0674230346772567	-1.42273086586358	-0.609021525986205	1.51722397567984	0.830833660563517	0.27947967997381	-0.048508384614412
Picea_mature_698	0	2.74655899508444	2.15550118112125	-0.597205848483607	0.863303160418034	0.303014353944454	0.692705881546861	0.517441983227008	-0.449163744691168	0.785766456392966	0.26426049908499	1.02898419906878	-0.215202221224912	-0.292668589308508	0.148409300918052	-1.07371003443349
Picea_mature_3132	-2.22944123828875	-3.7055535040076	0.0408933861955348	-0.819590938827415	0.608113766752739	-0.405019531841943	-1.53773787649206	0.340268718701722	-1.10502740569403	-1.99536244965319	0.399209819302273	1.79189596264825	0.174427920381204	-2.44147168057882	0.147980297048913	3.40695915301008
Picea_mature_1897	1.28160645666427	0.796896820540792	1.31820565595993	0.320686653189135	0.100667700851203	-1.40215115254962	0.952123433894516	0.719079600214898	0.0596329567450954	0.400428853873242	-0.0355777574509216	-0.620760001175381	1.35736217406283	-0.282692725913809	-1.73000086268091	0.591356708455163
Picea_mature_2714	-1.41982878871268	1.30183140043701	0.900078084202546	0.414782857121302	-0.297597159998873	-0.00909071732387545	1.29306300190313	0.507551406615585	-1.12419332844643	-0.572237547457452	0.49687458654269	-0.654657275732773	-0.564078719286406	-0.0389033096844738	-0.0352103894608577	0.0896514148057714
Picea_mature_3868	-0.355903177941044	0	2.51780159391873	0	1.82419237175159	3.35918197228959	-0.633324731300654	-0.31511825593214	1.20644561322279	-0.583819712525403	1.0180216539694	-1.28093322431875	-0.373475103108356	-1.48987995156242	1.11590552448657	2.39600209528745
Picea_mature_3196	0.593578400972983	-0.0911294727222956	0.809352749339611	-0.296547785832335	-0.359635578233662	1.49375995400189	0.428256436585359	-0.446465523791527	-0.646286235557445	0.850434063024305	1.49159101712697	-1.03157062565719	-1.50418041648904	-0.584802292688998	-1.17871201943147	-0.358117354658817
Picea_mature_2935	-0.269058690561026	0.736447907455001	-0.361322989028382	-1.51987094582212	0.484242174151618	0.570877496444786	-1.20760451490772	-0.864672161093418	-1.25515426723863	0.417567170196284	0.908535686385148	0.123254129089879	-1.40366732112824	-0.139140305580659	0.760225250308195	-0.889665134969337
Picea_mature_1527	-4.86040236281598	0.435262042817415	0.114245939474982	-2.60646897482541	-3.94242365643538	2.84865393857375	0	-0.905978379807696	0	-0.172667925948015	0	-0.170863524934591	0	-1.27491054617291	0.0381644395592033	0.517082579162611
Picea_mature_3676	0.453077908474585	-0.450562902391759	-0.36466581775802	-0.945394416217889	0.637447393717545	0.937953463864771	-1.14652024723975	-0.0732299484964084	-0.332636709998057	-0.481313869206706	-0.4994572767195	0.347800116600382	-0.577327604185593	0.0485089592078717	1.69464739161211	0.280728979453495
Picea_mature_801	6.96547746574284	0.147653807633866	-0.468527351105324	-3.55226538580379	-0.31788767025214	-3.60093136662762	-0.874435609413677	0.351426444420907	-0.953798140129505	-1.02312906605474	0.275929391241422	-1.2323373580923	-0.994279499516718	0	0.237276269738768	0
Picea_mature_3733	-0.221040836112915	1.05286227036635	-0.519777308365983	0.82190281721665	-0.705689377381197	-0.212935318568201	-0.00109663233215773	-1.32008704179259	-0.423550568433469	-0.0968961728869907	-0.163219833590782	0.126362818026958	-0.160631347962639	-0.118820289446124	0.406461551296995	-1.11551706413222
Picea_mature_3269	-2.12850206870986	1.89705141971526	-0.16665620650205	1.00092678769721	1.06002958904596	-0.267336186144141	-0.275852113805939	-0.167793418152349	-0.147843791738827	-0.958919976667414	-0.522058937689419	0.791735078347214	-0.170544714498829	-0.271038203294992	1.25611533293195	0.319212817116907
Picea_mature_148	0.808764625813899	0.390181457500245	-0.787415659258603	-1.36398092408654	0.35863073745989	0.0599802030594065	0.364789861374778	0.814139904072917	-0.371680410829607	-0.41818937894731	-0.917167757092928	-0.113390700067806	0.797371158541055	0.231507475371253	0.0203704357187111	0.325549531490884
Picea_mature_1691	4.2501313428126	-0.0902070020843811	-3.77515215352406	-4.7618929773567	-3.06321805762829	-5.38502917577167	-0.379648646081139	0	-1.70202178994033	0	0.00211951597280695	0	-0.443054764278938	0	1.59690624353219	0
Picea_mature_1495	-0.513591406072002	0.214666043429397	-1.74476372245731	0.750474044653293	1.23146672988426	0.415909145047054	-1.46498884199825	-2.35418678274658	1.47250540632949	1.1984123713709	-0.252842288493354	-0.519886953585494	0.60063853739689	0.418495966377881	-0.898984513370646	0.799047588556455
Picea_mature_2003	-0.170952919414884	-1.8312659128633	-0.937319654090779	-1.4641701847194	-0.228243082998991	0.95541099783023	-0.753017222023164	-0.778827976316412	0.274175888013272	1.63802813959863	0.340838899729566	-0.916035752132375	-0.0235551188464027	-1.15755161138484	-0.496809776438506	-0.648626906022569
Picea_mature_2157	7.24157805015677	-3.85847781298001	-2.44132502967235	-2.61576807177405	-0.965363919806532	-5.70255343945511	0.00475497905331689	0.582913256486857	-1.89139127913972	-2.22951878088553	1.25482482420969	0.635702738654884	1.23467243297291	-1.28528359763744	-1.37872527791428	1.0518326149682
Picea_mature_961	2.12146875092633	-0.301330234500515	1.57083373876992	-0.0885901810263693	-1.39400276161248	-0.90311098269027	-0.756659029557335	-2.10685936476786	0.359944264609738	0.285097754453547	-1.7690136294735	0.687171969485904	0.608951964645075	-1.27610843404154	0.25168860477365	0.940674636053306
Picea_mature_75	-0.330997161358666	0.224937140982954	0.880251323324636	-1.92853624627726	-0.955048206720533	1.89644037410743	-1.05713371629519	0.339905714185442	-0.186854771182116	-0.90975113532429	0.319492847650875	0.296503620529822	0.0042192492233735	0.416278722510783	-0.558616069571257	-0.604653761969836
Picea_mature_2997	-1.2552266998022	1.3781434242284	1.84684674732385	1.37395627218718	0.635593626606059	-2.48209496294832	-0.708808912691975	0.506527724377261	1.71805355170485	-1.16952693746991	0.372750750635145	1.32137306551615	0.0666075627965426	1.08438617012878	1.68256288938525	-2.2554756980295
Picea_mature_1881	-1.27545722824389	-2.8172557086226	2.47624150821394	4.00652768124063	-2.05516137997284	0.863810312458382	0	0.39056932666938	0.733834552704572	-0.784021682606371	-0.477071628786167	0.562547645593098	3.57719613667866	-0.413085478121071	-2.80785172963192	0.432355515263298
Picea_mature_3092	-0.080786720536649	-1.49038745708179	-0.339804594607473	0.117285384313726	-0.358037464365287	-0.936800070199627	1.10935950529379	-0.0927511070972785	-0.272852014682652	0.182512502571227	-0.137320540459169	-0.195586394958839	-0.0402689925109381	0.347609424127632	0.207661651407121	1.03595126188675
Picea_mature_2657	1.1035250489364	0.481586131548804	0.157891956610447	-2.18584549889617	0.931157815524994	1.36187651804316	0.92582330116949	1.14024628868215	-0.405557057497334	-0.326224222881052	-0.57733606730571	-0.516712155010547	0.985045390149745	0.462584723368568	-0.0179047933289554	0.891535433013629
Picea_mature_1334	0.271337815481621	0.564832563052511	1.74657438451401	-1.73952205586686	-1.65158680289941	-1.38648016206121	2.0535790581215	1.33862112859185	-0.981942204990076	0.470050917795122	-0.523972213545555	0.343707872457585	0.803961334928263	-0.472452408783216	0.595198811704862	-0.38765476590298
Picea_mature_853	-0.150971736260355	2.07813533181674	0.116256410554897	-1.00216503837605	0.0638505579992442	-0.68375679426019	0.322402934253565	-0.0314416462122218	0.0490529157489377	0.16791779705822	-0.0666632480305226	-0.0426788584544776	-0.0507032471887437	-0.061435755764682	-0.111868115813978	0.764678203128664
Picea_mature_3814	0.15816493796917	3.13350626411175	-0.214078465434738	-2.77073603825295	0.0382873045956835	2.30348062956913	0.129400341420634	0.672071983637281	-0.279055272680667	0.527857546625039	-0.641065703408331	0.54034560126502	0.610635851289895	-0.0126088017206662	0.28889271941498	-0.347928492932012
Picea_mature_1007	-0.690290371465587	-1.62279060061174	0.479597145054059	0.443683837559525	-0.462100784685993	-0.985145526612327	0.0353017788051417	0.256909752497523	-0.503843356756223	-0.527741390697616	0.366024816617135	0.734741058266702	0.661933551749668	0.286210356569937	0.276704450496091	1.14232354237203
Picea_mature_2649	-2.87075439283821	2.7752193542556	-0.174287695379309	1.24033285367012	0.521473971824331	-0.96530973616267	-0.339268938098738	-0.383867743127059	-0.247955878689638	0.749216703848023	1.34540298477956	0.471168628773259	-1.11424340300689	-0.313468170868431	-0.515496153423152	-0.0187058750443805
Picea_mature_1402	0.119939028169907	-0.010941716960459	-0.220100668333992	-2.11214557434688	-1.40854337789551	1.51686928683277	-3.28881120785461	-2.84725025788621	-1.10502806493833	1.40327957406684	1.24220204982098	-0.759405258650618	1.46418993253421	1.40007947403995	-2.6792342297288	-3.77227933021992
Picea_mature_3167	1.86688439596957	-1.60052105238152	-0.909449545426822	-2.60611079775489	-1.09630699917138	-4.48092070262546	0.0776342499849747	-1.39409278100332	-1.34795886558671	0.736377356960283	0.51052213920016	-1.23549347886459	0.322781903081978	0	-0.845606084805214	0.152323181032776
Picea_mature_2373	-2.10337338370364	0.00316440582259823	2.60003512376113	8.54504328368082	-0.744843039916329	0.0217883499455604	0.648565919815476	-2.0012973128843	-2.10085569132109	0.0862077241179689	0.195503418447832	0.106133177270684	-0.517949350875425	0.146708019208359	2.10848098320314	-0.256370088263071
Picea_mature_765	1.05532791869718	1.34955773423498	-4.15411671833244	-3.0738510306975	1.32065190399857	0.933288946539747	-0.537260879579131	-0.493119177517917	-0.166722038124719	0.288930015393214	0.141320760074504	0.170988421320988	-0.197878727466149	-0.575830202569227	0.359281701803571	-1.26253538150527
Picea_mature_767	-0.848553508936203	1.28988056997122	-0.815073832401074	0.048896545144212	0.743287944132966	0.66599029642945	-0.171306452652021	0.187989888299022	-0.0814040084405846	0.166378177112089	-0.267766015108505	0.425925348479426	0.352401514663199	0.109138702540481	0.784112393023167	-0.52883685488756
Picea_mature_2339	-0.769154771543024	-1.75256858721814	0.630300351321547	0.89367802330172	-1.38706784952989	-0.636456990165388	-0.415722327697896	-0.119338573539025	0.911808829230168	0.133168034576657	1.34688967614352	-0.138272707704722	-0.585169814707849	-0.344121548236087	0.791457216332822	0.32037056265072
