Z1-SD	Z1-SD	Z1-SD	Z2-SD	Z2-SD	Z2-SD	Z3-SD	Z3-SD	Z4-FMG	Z4-ZE	Z4-FMG	Z4-ZE	Z4-FMG	Z4-ZE	Z5-FMG	Z5-ZE	Z5-FMG	Z5-ZE	Z5-FMG	Z5-ZE	Z6-ZE	Z6-FMG	Z6-ZE	Z6-FMG	Z6-ZE	Z7-FMG	Z7-ZE	Z7-FMG	Z7-ZE	Z7-ZE	Z8-FMG	Z8-ZE	Z8-FMG	Z8-ZE	Z8-FMG	Z8-ZE	Z9-FMG	Z9-ZE	Z9-FMG	Z9-ZE	Z10-FMG	Z10-ZE	Z10-ZE	Z10-FMG	Z10-ZE	Z10-ZE	Z10-FMG	Z10-ZE	Z10-ZE	Z3-SD	Z7-FMG	Z10-FMG	Z10-FMG	Z6-FMG
Picea_mature_477	10.3374040334975	11.6161539643575	11.5409663270101	12.2789529785517	11.9561846002498	11.7024872936023	8.7003497584165	8.64524952525441	7.36899817632834	5.85117646044344	8.14683150739376	5.58790744003719	8.01909030104	5.67422852452517	7.46758927200069	3.53935969202125	6.83541696695152	3.76256650736362	6.79608501575151	3.42447875333141	3.2965293929082	5.67177502787616	3.42262870028337	6.4841378934962	3.45293739686288	5.63583404172155	3.68963112917015	5.89044759045057	2.70607945818173	3.19561693153289	5.11969873121232	2.70607945818173	4.85120507606591	2.70607945818173	5.74974030267874	2.70607945818173	6.15060577755114	3.22592705723838	5.93085857403264	2.70607945818173	4.89935470204371	3.03627552001174	3.19215104811287	5.7237820582805	3.07412467566607	2.70607945818173	2.70607945818173	3.02968441959409	3.41519853588074	9.19750419190579	6.64704725636706	5.75807316368397	6.27370886475868	6.66631093452249
Picea_mature_3146	4.35828815323192	4.81968754140051	4.37357073846008	3.75970827482081	3.5322419249103	4.29429095489053	4.27384104472312	4.98771465192694	4.2098191911844	5.37183681569578	3.77257803992849	5.18858573961168	4.48229481706813	5.38595210742488	5.07065788012634	5.80562942347693	4.5289905732517	5.39363389411952	5.00429410746835	5.12753390398743	5.70418618283866	4.15370721922767	6.11106857049823	4.6645915281162	5.89296275173099	3.83065008649965	5.6134344802708	4.25663996911576	5.15748357381859	5.53189009652807	4.1564321478928	5.48597574999005	3.88559130195832	5.62098197664488	4.46295759228535	5.29267472546358	5.34703658010624	5.90384225938437	4.90062188522452	5.31488953523046	3.77526819435779	5.31432607390181	5.75860711477226	4.19937943073472	5.23020069948539	5.44480217459804	2.70607945818173	5.50501625838858	5.27653449784124	3.37500990105686	5.80965726913781	5.5297404791451	4.65914099317047	5.90655026014605
Picea_mature_125	2.70607945818173	2.70607945818173	3.41811166325929	2.70607945818173	2.70607945818173	2.70607945818173	2.70607945818173	2.70607945818173	3.3429638849743	3.35335183497777	2.70607945818173	2.70607945818173	3.36864917385467	2.70607945818173	4.06544998187525	3.99836336708908	2.70607945818173	3.76256650736362	3.43417337553224	3.42447875333141	4.10682421490697	4.24534867125724	5.40752358957062	3.7400125337461	4.9993639896601	2.70607945818173	4.0724788019644	3.62918183966362	4.65284819626965	4.12398775085123	3.37631387973683	4.91968124568336	3.13324969454609	4.52227345959438	3.85645051182542	4.35795511069601	4.26330886445207	4.6988407434832	3.67272375852423	4.77953357219167	3.11810494423477	4.25218016510504	4.83322295324967	2.70607945818173	4.44424837883648	4.37182816370544	2.70607945818173	4.45909568093496	4.40821879441432	3.18118341871098	5.71110833861053	5.05232730388571	3.68008998424828	3.69324838694982
Picea_mature_2416	6.37154545675102	5.09017249602307	4.96107798611843	4.4615298985325	5.07812163488975	5.60260684848885	5.64248857571187	5.37381740280495	4.08831178778553	4.4450368607072	4.18350393847371	4.49223796000651	4.37917510870496	3.95230358162659	4.49808112005597	4.7628470644494	3.9769945435059	4.23569412505454	3.43417337553224	4.10260291372019	3.86391445972528	3.67568379150497	4.01507642160794	4.29461035430903	4.20928108718252	4.06745240374641	3.83489356655451	4.54793638377295	4.15069126010549	4.69009585394717	4.01344107438486	4.54247491234578	3.73435114284473	4.46341043621564	5.16670062900257	3.9821150057071	4.88487350777921	3.99529186461904	2.70607945818173	3.82231823556225	4.28049107500575	3.94892633438436	4.35327584109232	3.91118314468436	4.38039590121262	4.30146910229857	2.70607945818173	3.34930617530491	3.84588254965239	5.41824203230591	5.2273922482174	5.75807316368397	5.39776913971286	5.28379510986217
Picea_mature_1133	4.0944568717937	4.71546312018283	4.49273611163327	5.65548005043758	5.26033302711217	5.64596790956137	5.98520023610758	6.10768614965364	5.01868284949084	4.23267291728031	6.2103071628097	4.73217463027526	6.09712416678739	4.67996207943828	6.46643520490275	5.27840390927744	3.9769945435059	4.90307021695359	5.00429410746835	4.89680634027257	5.13396854402539	5.14182867856483	4.3186038227643	6.2372819789598	4.97101041559483	4.42588629616885	4.17364546876789	4.87214598357531	4.84352440129569	5.17581295057006	4.76879964944752	4.91968124568336	5.3302090492472	4.90005451479766	5.68893205891344	4.35795511069601	5.00223916644415	4.77282823511476	4.04974326730292	4.61729122190325	3.9110316914779	4.02416295631225	4.39182011950228	4.30288707422098	3.78770125959262	4.08937349575853	2.70607945818173	4.33423863037448	3.84588254965239	6.22124124974145	2.70607945818173	4.642303858662	4.95340735867573	4.35776534002456
Picea_mature_2089	2.70607945818173	2.70607945818173	4.37357073846008	2.70607945818173	2.70607945818173	2.70607945818173	2.70607945818173	2.70607945818173	3.599745109527	6.04071932011509	2.70607945818173	5.46722981112465	2.70607945818173	5.88128835315449	2.70607945818173	7.15546075928789	3.28903331614983	6.56304735682829	2.70607945818173	7.37859448282839	6.54698680684811	3.27282486120281	6.55352906163619	2.70607945818173	6.45400331894921	3.83065008649965	6.49719061360886	3.79127123899151	6.40743110773498	6.69583846828722	3.56634869789311	6.43542822761567	3.13324969454609	6.40806725690052	2.70607945818173	6.35710142682547	3.56663894374913	6.27785906377207	2.70607945818173	6.39502731692373	3.11810494423477	4.51483119279199	4.56793600188898	2.70607945818173	4.31290350317621	6.56065727077287	2.70607945818173	6.65803365194063	6.07996056308363	2.70607945818173	4.4640829977103	3.65403014057862	3.97762705452985	3.41078400049255
Picea_mature_1427	7.64049980521512	9.01050640245492	8.82186056563529	8.27335419746895	8.54525779299141	8.21408999887136	7.4446460270146	7.76662085595034	7.49855607725745	8.54525779299141	7.02528232839011	8.76383212716901	7.44200260242339	8.86070392220715	7.84580845071348	8.1311109232911	8.21932878179359	8.66229624205694	8.10865265713702	8.25396354296408	9.11624883622325	8.21177926013039	9.12960952738768	8.05776965568216	8.66869292978777	8.22177870875141	8.84727546116677	8.20373057205858	9.04694548539037	9.15615098268783	7.97922482688086	8.95026052843595	8.35566180979722	9.07621933816043	8.49435602234674	8.7468815998432	8.05737272414816	9.01161796361855	8.77696155018575	8.8525309238628	8.71681044856057	9.08223029347012	9.17875515984013	8.37205647297402	9.49203028150169	9.51588692673849	8.54098753952556	9.65448347964085	9.59486503616031	7.3654175641697	8.00799508834307	8.06564266175196	8.72721407125168	8.4231750869104
Picea_mature_1928	7.01858441857477	7.77339976156699	6.67022435062026	6.35138534028944	6.80251996187361	6.44044397712845	5.6968805295607	6.08260582614281	7.54927489305074	6.81827665573208	7.49767595488628	7.21849207906304	7.14582669860428	7.45914717192693	4.25847397209536	5.04542901670424	6.42621561009974	6.13443299697373	7.56511261827868	6.16837240404922	4.75437072858573	7.15275512472317	4.61202481989131	5.18437138839318	4.40414703223435	7.39337091673229	5.21417753336279	5.98262814585723	5.00976184084287	5.57933796219146	6.3028298160498	5.06263270910001	6.40228993877059	5.19265972797298	6.76654938892406	5.29267472546358	5.7899260211762	4.72398197177935	7.77892425403916	4.90066084616842	6.21142923950173	5.4248755415573	5.04199538494464	6.78070430702645	6.36739977242257	5.63976821667719	5.83917927880406	5.24699858459631	6.02103989651018	6.56564584501022	4.16852971427962	4.4466046114044	4.45417288288322	4.68294517367466
Picea_mature_3215	3.39257552864472	5.56688967115541	6.21166526780766	6.2157359447742	6.12129962652588	5.95160487936816	5.64248857571187	5.64043544406193	5.38399155617836	4.23267291728031	6.80156086110456	4.49223796000651	5.09667040563678	3.79330021889088	6.34181955798811	3.53935969202125	4.85077657249217	3.65508395184195	6.72815489347853	4.50721285617564	3.99255120296991	4.05372618739531	2.70607945818173	5.61187523670854	3.75113127127041	2.70607945818173	4.35208426518769	3.79127123899151	3.93376237271754	3.87843374856563	3.64578107761175	3.39354907274755	3.88559130195832	2.70607945818173	4.97151614544704	4.46003534119968	4.53421458266459	3.22592705723838	4.04974326730292	3.69573063830665	3.6990491020798	3.43815332831387	3.26647527385108	3.49684800993897	2.70607945818173	3.2337420912539	2.70607945818173	3.71110875688376	3.28698657827293	5.41824203230591	3.76135299487181	3.65403014057862	5.0266035674106	3.90411344924015
Picea_mature_2229	3.10490688468101	5.5081065031433	4.79368667860171	6.66905483975957	6.77371375044045	5.91684229509227	7.75973396124841	7.92891895785325	6.3859195363193	4.53853572386536	6.41470982516203	4.00680403329307	6.15548546121563	4.32080386002565	5.95992395214838	3.29933334722719	5.90353034549479	2.70607945818173	5.35290605671802	2.70607945818173	2.70607945818173	6.55768359576861	2.70607945818173	5.44461929484413	2.70607945818173	4.81871120026619	3.28117893229376	4.90049066643729	3.07030336455408	3.39514763367779	4.5008810300767	2.70607945818173	4.72370478234325	2.70607945818173	3.85645051182542	2.70607945818173	3.90630453165619	2.70607945818173	3.67272375852423	2.70607945818173	4.44734966027562	2.70607945818173	2.70607945818173	3.4150947480793	2.70607945818173	2.70607945818173	5.09928211705279	2.70607945818173	2.70607945818173	7.01256733663263	4.16852971427962	3.79448072343738	3.40121987167705	5.86735630531273
Picea_mature_1999	3.87420422011492	5.00600938591433	3.91612838100939	4.4615298985325	4.74731492993074	4.60979935051921	4.35066432035867	3.89767546541279	4.2098191911844	3.61409600094836	5.01137728632261	4.9340359232936	4.82567031428833	3.79330021889088	3.50983428461763	2.70607945818173	4.28601851728408	4.41246774653257	4.74074855086594	5.60027228981458	3.71522208285997	4.40919963804238	3.92352862968846	4.14001756971073	3.14046649425307	3.95600116944347	3.51418281258139	5.30799035344356	4.65284819626965	3.19561693153289	4.62705662387282	4.19141717946933	4.72370478234325	3.79896600499135	5.55874000219201	4.12215611568954	3.56663894374913	3.72979565373701	4.90062188522452	3.93376127643821	4.03028595948984	3.03627552001174	3.10357654536315	4.19937943073472	3.22518177461417	2.70607945818173	2.70607945818173	3.02968441959409	3.28698657827293	4.33837500567762	4.16852971427962	3.2598715014529	3.55347473625119	3.90411344924015
Picea_mature_948	3.2683392156981	5.5081065031433	5.03741331037244	8.17685698439447	7.9930845027877	8.69182958496179	6.47613460887764	6.73962205582863	5.13350397461476	4.23267291728031	5.45270976544376	3.47366246293762	5.60267152470545	3.60055180083821	5.24437907786624	3.99836336708908	4.66765181654417	3.94575882931329	4.27327816833987	3.92655819851636	4.21014308010361	3.27282486120281	3.82264773241601	4.14001756971073	4.15488004281878	3.27893785683662	3.28117893229376	3.42588226189305	3.88426953695777	3.96698030469183	3.09534682667518	3.81208100066979	3.13324969454609	3.54044306614482	4.46295759228535	3.62258364833195	2.70607945818173	3.72979565373701	2.70607945818173	3.69573063830665	3.41500237205039	3.86759347241118	3.39031345417007	2.70607945818173	3.07412467566607	3.93196639581313	2.70607945818173	3.92540845131427	3.52224013692669	6.01168453207236	2.70607945818173	3.65403014057862	3.88841286503902	3.69324838694982
Picea_mature_3369	10.3413162423335	9.33040422786068	8.90232914841475	10.1898987766502	10.1253101944653	10.3754382410567	10.6646597284978	11.097030470895	11.84592372699	11.4174264506497	11.5088811622069	10.0939156679066	11.421538933817	10.7716393731602	14.2899060838549	10.5531443329047	12.7349562854279	10.8224538084164	12.3711420417961	10.2687451933944	10.52861901167	13.1628537215184	9.91465791564319	14.7295037140498	10.3435502839246	12.8652213472926	10.4959711911774	13.2538607057558	10.6459385214574	10.7738937616057	13.3816755325282	10.8546200532984	13.3460455011101	10.1816959009085	12.5539817197751	9.92824471114198	13.3858708397069	10.6408072857844	13.8551140563659	10.2275713174878	13.7658674333665	10.8066207511017	10.559908169543	12.7560486282567	10.6857287131175	10.1990882590623	11.1564613849981	10.7781795141903	10.3559653326117	10.237204471151	13.3788688016978	13.3181299136659	13.920406080035	13.7535279694537
Picea_mature_2434	3.87420422011492	4.71546312018283	4.24101407539392	4.58557711579728	4.74731492993074	4.51347118242519	4.10259302983993	3.89767546541279	4.08831178778553	3.97063712915104	3.99855572288976	4.19275833461731	4.14082561117176	4.75559800489037	2.70607945818173	3.86920690606327	3.84975260772614	4.56637998648201	3.43417337553224	4.10260291372019	4.21014308010361	3.27282486120281	4.09919395211475	3.7400125337461	4.31080118300564	3.68589098048266	4.43199262187806	3.71400171135917	3.58687037765898	3.87843374856563	3.56634869789311	3.49747305004301	3.95309265713341	3.79896600499135	4.29487940089071	3.8196813330894	4.15689734925522	4.12634691740364	4.54805172325031	3.98509326810926	4.23475288719007	4.19170361659707	4.33352015535424	3.91118314468436	4.50488543471962	4.58032219429859	5.09928211705279	4.36028374875459	4.36729149567908	4.98653099649792	3.76135299487181	4.21267598826554	3.55347473625119	4.07733840831765
Picea_mature_827	3.74222762980603	5.67748702267914	5.85125388908928	5.7074513581827	5.42099716535407	5.36278387551768	4.93231635135317	5.09508836029461	5.63446946575937	4.7066934815623	7.25454940154822	4.9340359232936	6.00480926598692	5.38595210742488	5.28453822645292	4.21679034242002	4.19234272730282	4.0259855921708	5.86180339097083	5.26188596540192	4.39220214964551	3.81906663468898	3.21533228047879	5.85253116364027	3.75113127127041	3.27893785683662	4.76814202364735	3.79127123899151	4.42799751855912	4.38351426363987	3.09534682667518	3.58821362523222	4.18613273677374	3.30011501615007	4.29487940089071	5.34327125220219	4.26330886445207	3.52158393589551	2.70607945818173	4.52758146824809	4.18709023143832	2.70607945818173	3.26647527385108	3.86250727484811	3.07412467566607	2.70607945818173	2.70607945818173	3.26426731727949	3.11822045598147	5.76554092123163	4.4640829977103	3.48459651805608	4.05965302499895	4.07733840831765
Picea_mature_132	6.16346201381404	5.00600938591433	5.03741331037244	6.64292336533804	5.75607236349587	4.93524816151519	5.22482397293027	5.19449714527863	4.75395756796045	6.06997676075472	3.77257803992849	4.83702203919601	4.48229481706813	4.75559800489037	4.16617311972041	4.7628470644494	4.19234272730282	4.0259855921708	4.12044560884241	3.42447875333141	4.30474683594586	4.85395122979009	3.82264773241601	4.4309004606484	4.20928108718252	4.26071517959509	4.43199262187806	4.43167335818869	4.70324830483758	4.54631870097781	4.56557469507228	4.63997863362127	5.04816396732588	4.44313779726954	4.86198549380728	4.24616455977745	5.96788877150004	4.24328393519135	5.40788228168846	4.08067225645041	5.78524851820431	4.02416295631225	3.87048325996486	4.91313439773873	3.99353857705999	5.41456439619627	5.09928211705279	4.80816654232951	5.37555219953471	4.4469229460216	4.9008481438581	5.05232730388571	4.3970677708836	3.69324838694982
Picea_mature_2648	5.4150602953198	5.92088119436456	4.88005980115372	4.89783525273976	5.49479526194631	5.46375947372657	5.40075302536869	5.33114624995207	6.16818097897701	4.7066934815623	5.38837681645492	5.02438876394027	4.82567031428833	4.42104366475056	4.06544998187525	4.55781905398546	6.0294521197301	4.17014931164362	6.0969703126444	4.25381995962596	4.39220214964551	6.66354525717218	4.17721094400019	5.50264395442989	4.61003257128834	6.52063203612702	4.17364546876789	6.28043778306916	4.51720108947953	4.64397716276842	5.78913548065758	4.0963208932859	5.66743639734335	4.14171048079502	5.62535641491186	3.9821150057071	5.99548120701466	4.44650383790569	6.46906105955642	4.52758146824809	5.65106185587228	4.22234702022543	4.18486082241819	5.74589511106931	4.56265575670997	4.43823150001615	5.09928211705279	3.92540845131427	4.18747502737374	5.68649316339845	5.98817144735086	3.91622222913743	4.45417288288322	5.15703879888555
Picea_mature_582	4.99033422539815	4.60194784045658	3.70332354862598	3.98325947771659	3.85951338597669	3.38151875066642	3.4729730216723	4.34928850180517	3.95121095441306	3.80952130115758	3.46859066298667	3.47366246293762	2.70607945818173	3.95230358162659	3.95414307880086	2.70607945818173	3.9769945435059	3.38306273115215	2.70607945818173	2.70607945818173	3.2965293929082	3.94326589313116	2.70607945818173	2.70607945818173	3.31811868277855	3.68589098048266	2.70607945818173	3.29579670627886	2.70607945818173	3.19561693153289	3.25494208797154	3.26914144650058	3.55140003839585	2.70607945818173	2.70607945818173	2.70607945818173	2.70607945818173	2.70607945818173	4.04974326730292	3.08640736099124	3.61540375853999	2.70607945818173	2.98759539536575	3.20992513305824	2.70607945818173	2.70607945818173	2.70607945818173	2.70607945818173	2.70607945818173	3.18118341871098	2.70607945818173	3.48459651805608	3.55347473625119	3.90411344924015
Picea_mature_979	2.70607945818173	6.40776584127528	4.70111705198292	5.60149746935842	5.81441228919049	5.60260684848885	2.70607945818173	3.56028808154013	2.70607945818173	5.05037573764428	2.70607945818173	4.49223796000651	2.70607945818173	4.82702289745212	2.70607945818173	3.71989135674116	2.70607945818173	3.65508395184195	2.70607945818173	3.7120735049227	2.70607945818173	2.70607945818173	3.57932587796678	2.70607945818173	3.31811868277855	3.27893785683662	3.28117893229376	3.12451348041077	2.70607945818173	2.70607945818173	2.70607945818173	2.70607945818173	2.70607945818173	2.70607945818173	3.52999378644099	2.70607945818173	2.70607945818173	3.43738399820668	2.70607945818173	3.24240943784973	3.11810494423477	2.70607945818173	2.98759539536575	2.70607945818173	3.22518177461417	2.70607945818173	2.70607945818173	3.26426731727949	2.70607945818173	3.37500990105686	2.70607945818173	3.2598715014529	2.70607945818173	2.70607945818173
Picea_mature_617	8.82847863326852	6.08922500482621	7.23496936591778	6.86252890325713	6.74431635076822	7.93358990576971	7.85110370158589	7.3740551539145	7.0685321025549	6.72994389495971	6.56516859410483	6.81898421659676	7.93068961093915	7.01415176658334	7.89075419694925	8.50016801252661	6.27241920245696	8.14416636872494	7.14738909646571	8.0441672989561	7.39204384761645	5.91375916708577	7.70872291846801	6.5931982779319	8.1653738407168	4.42588629616885	8.02713228331891	5.83493176972509	7.56751960530638	8.05254130031613	5.85098311982952	8.36640031150733	6.22341129503672	8.71029903372025	5.55874000219201	8.71450560473152	7.7477301253666	8.67918840669899	5.17794806825649	8.27545645042787	4.3244796199563	6.89213250455563	7.77801219131628	4.87210623543612	7.0239892257561	7.64363481792274	2.70607945818173	7.22804951138944	7.44899643096907	7.84967187877348	7.05717770332144	8.11715694863047	6.120729090978	7.53862587816024
Picea_mature_2184	3.10490688468101	5.67748702267914	5.80958258705211	7.9829170199018	8.52816714794647	8.53632615126972	6.26073391333613	6.22683682315964	4.75395756796045	4.53853572386536	5.68375644302589	4.00680403329307	5.26903033586115	4.08950887554414	5.28453822645292	2.70607945818173	4.5289905732517	3.18695384496634	5.2240255267274	2.70607945818173	2.70607945818173	4.90649671517179	2.70607945818173	4.4309004606484	3.14046649425307	3.51107283216714	2.70607945818173	4.95540753155923	2.70607945818173	2.70607945818173	4.71398250110362	3.10547948070987	4.82048986286344	2.70607945818173	5.16670062900257	2.70607945818173	4.53421458266459	2.70607945818173	4.90062188522452	2.70607945818173	4.23475288719007	2.70607945818173	3.26647527385108	4.0444317775452	2.70607945818173	3.01185385678704	2.70607945818173	2.70607945818173	2.70607945818173	5.26163410841828	5.07406348799871	4.51535412085416	4.91523115651701	4.35776534002456
Picea_mature_2305	5.7929650090405	6.04898075769899	5.03741331037244	4.80194271991517	5.75607236349587	5.30936829987698	4.42276874447991	4.74251815734328	5.81347795625764	5.55061222235051	4.82474943534289	5.69894149550704	4.6656297634703	5.81560595710516	3.50983428461763	4.55781905398546	5.01127029237233	4.29765371077113	5.2240255267274	4.97825338322648	3.99255120296991	5.67177502787616	4.09919395211475	4.55326720537297	3.66341058224464	6.03488559337018	4.70772578569811	4.84317253449247	3.83211696118858	3.78094449460247	5.34631152087497	4.19141717946933	5.19652044674158	4.0872571872573	5.86397351839471	4.24616455977745	5.25714378893654	4.12634691740364	6.74033803007115	4.16839321618122	5.92068267045789	4.33728719533167	4.70748297472344	5.32662850872328	5.82545618362974	4.77528623656456	2.70607945818173	4.71512630581212	4.89987683742881	4.91685754747444	4.4640829977103	3.48459651805608	3.40121987167705	3.69324838694982
Picea_mature_957	6.34489979811972	5.38246636800807	5.30556037000682	3.45919517499727	3.5322419249103	2.70607945818173	4.10259302983993	3.74502032486915	2.70607945818173	2.70607945818173	3.46859066298667	2.70607945818173	2.70607945818173	2.70607945818173	2.70607945818173	4.62993282434984	2.70607945818173	4.29765371077113	2.70607945818173	4.38727555389108	4.6898474311031	2.70607945818173	4.3186038227643	2.70607945818173	4.6473915176502	2.70607945818173	3.51418281258139	2.70607945818173	4.26265988702981	4.54631870097781	2.70607945818173	4.04544434574903	3.13324969454609	3.76091968230604	2.70607945818173	4.64161949680373	3.56663894374913	3.99529186461904	2.70607945818173	4.32551586694733	2.70607945818173	4.33728719533167	4.18486082241819	2.70607945818173	3.99353857705999	3.7852900813727	2.70607945818173	4.16424139603581	3.69931880428187	3.64398310682343	2.70607945818173	2.70607945818173	3.19997138328784	2.70607945818173
Picea_mature_2862	2.70607945818173	5.87545936350126	5.24333663871951	8.073432180226	7.49136951051441	7.55167810750008	5.43338323673825	5.97758839626937	4.59797482972546	4.10958967840015	4.34196307761041	4.00680403329307	4.74814654696017	3.95230358162659	4.49808112005597	2.70607945818173	4.45334644039605	2.70607945818173	4.27327816833987	2.70607945818173	2.70607945818173	5.14182867856483	2.70607945818173	4.6645915281162	2.70607945818173	4.81871120026619	2.70607945818173	4.68768193311718	2.70607945818173	2.70607945818173	4.62705662387282	2.70607945818173	4.7890293089486	3.0046666940946	3.52999378644099	2.70607945818173	4.15689734925522	2.70607945818173	4.90062188522452	2.70607945818173	4.95266957103071	2.70607945818173	2.98759539536575	4.45724800400771	2.70607945818173	2.70607945818173	2.70607945818173	2.70607945818173	3.11822045598147	5.84036772719255	4.4640829977103	3.91622222913743	3.19997138328784	3.41078400049255
Picea_mature_2394	3.2683392156981	2.70607945818173	2.70607945818173	3.45919517499727	2.70607945818173	2.70607945818173	3.89872009052598	4.43869797388612	3.95121095441306	2.70607945818173	2.70607945818173	2.70607945818173	3.36864917385467	2.70607945818173	3.68440133247157	3.29933334722719	3.70273130626916	2.70607945818173	2.70607945818173	3.42447875333141	3.86391445972528	3.94326589313116	3.42262870028337	3.95983118751131	3.45293739686288	4.34620657417234	3.68963112917015	4.47167516352469	4.06919004072049	3.87843374856563	3.7182257870928	3.66952977148177	3.55140003839585	3.0046666940946	2.70607945818173	2.70607945818173	4.82200190241939	4.20564977070716	4.54805172325031	3.69573063830665	5.61940756338485	4.66983309799763	4.64736456904992	4.93317724179276	5.178457398198	5.22935668081139	2.70607945818173	4.79008890378156	4.08549008543598	3.521797912902	4.70117355714637	4.51535412085416	4.70552782000999	4.35776534002456
Picea_mature_3164	7.76899697318508	5.09017249602307	5.17812753612179	4.58557711579728	3.5322419249103	4.93524816151519	5.02262197495603	5.53238847147428	2.70607945818173	3.80952130115758	2.70607945818173	2.70607945818173	3.36864917385467	2.70607945818173	2.70607945818173	2.70607945818173	2.70607945818173	2.70607945818173	2.70607945818173	2.70607945818173	2.70607945818173	2.70607945818173	2.70607945818173	3.44482966405397	2.70607945818173	2.70607945818173	3.28117893229376	2.70607945818173	2.70607945818173	2.70607945818173	2.70607945818173	2.70607945818173	2.70607945818173	2.70607945818173	2.70607945818173	2.70607945818173	2.70607945818173	2.70607945818173	2.70607945818173	2.70607945818173	2.70607945818173	2.70607945818173	2.70607945818173	2.70607945818173	2.70607945818173	2.70607945818173	2.70607945818173	2.70607945818173	2.70607945818173	4.95215395842104	2.70607945818173	2.70607945818173	2.70607945818173	2.70607945818173
Picea_mature_4039	3.2683392156981	3.46650203636896	3.41811166325929	2.70607945818173	3.5322419249103	3.65295606668964	2.70607945818173	3.74502032486915	3.3429638849743	4.53853572386536	4.48148845600207	4.35203229991712	2.70607945818173	3.95230358162659	3.50983428461763	5.14349720616854	3.28903331614983	4.41246774653257	4.27327816833987	4.25381995962596	3.86391445972528	4.33014719412084	4.44463954764891	2.70607945818173	4.68367408685331	4.16830200359423	4.57750461032515	3.86253107920841	3.88426953695777	3.78094449460247	4.01344107438486	3.58821362523222	3.95309265713341	4.02988778514904	3.85645051182542	3.8196813330894	3.75264133360987	4.27971152600206	3.67272375852423	4.20976341763718	3.97240617225879	3.94892633438436	4.46536009856965	4.30288707422098	4.24124530622367	3.9654335983659	2.70607945818173	3.99939240172151	3.61565224385373	3.521797912902	3.76135299487181	3.65403014057862	3.55347473625119	2.70607945818173
Picea_mature_127	3.49635899246649	3.99515717753283	3.41811166325929	3.45919517499727	2.70607945818173	2.70607945818173	3.4729730216723	3.56028808154013	2.70607945818173	3.35335183497777	3.77257803992849	4.00680403329307	4.37917510870496	3.60055180083821	2.70607945818173	4.11308204240681	3.9769945435059	3.53153366261342	3.43417337553224	3.7120735049227	3.86391445972528	3.27282486120281	3.82264773241601	2.70607945818173	3.83099162945392	3.27893785683662	4.0724788019644	4.20840512426387	4.06919004072049	3.96698030469183	3.56634869789311	3.74366338879435	3.55140003839585	4.14171048079502	2.70607945818173	4.12215611568954	4.15689734925522	4.04080673893159	2.70607945818173	3.93376127643821	3.61540375853999	3.86759347241118	4.61619590497686	3.4150947480793	4.20365300238536	3.82413546161661	2.70607945818173	3.84545911129876	3.69931880428187	4.33837500567762	4.70117355714637	3.91622222913743	3.55347473625119	3.41078400049255
Picea_mature_240	4.04363950026281	4.33781253418217	4.49273611163327	3.98325947771659	4.29892943711208	3.85600557132772	7.5134238027668	7.85005460772543	8.50460687344374	6.06997676075472	8.29993418751079	6.33280138522226	8.38838279474387	6.27135566908111	9.09017580564531	6.98708935456241	9.41489750232514	6.91877883496837	8.96629420313322	6.86724954696271	6.97459015937146	8.61991366031194	7.11312105681111	8.56386692944922	6.70649379195279	7.11770323297063	5.89771395970166	8.22788379796219	6.51745550650771	6.29469957316555	7.77384445383165	6.14640497549568	8.36830164081952	6.64596121147437	8.33734039901403	6.20450628458364	8.78080044571278	6.3173986971411	8.2943947991432	6.55134210150172	8.35996561210892	6.85827485613217	6.97297883640986	7.95918845120095	6.36739977242257	6.31471098070107	7.89227695722737	6.44415312458297	6.47972498001558	7.37787852387648	9.04328194715813	9.81025711406009	8.93728663358209	10.0514756603326
Picea_mature_3206	4.54013282780963	4.33781253418217	3.91612838100939	4.58557711579728	3.5322419249103	4.29429095489053	3.77857768059287	4.14671343606907	3.79233377753484	3.97063712915104	3.46859066298667	3.47366246293762	3.99917421929624	4.21110524292016	4.49808112005597	4.11308204240681	4.73164350926457	4.0259855921708	4.52919318301845	4.89680634027257	4.30474683594586	4.74201956469347	4.50300975714678	4.76689111158013	3.90459490507177	5.20618443620317	4.76814202364735	4.68768193311718	3.98091455049097	4.32392072277008	4.87190249790818	3.81208100066979	4.23735191291351	4.11482568727207	4.29487940089071	3.9821150057071	3.75264133360987	4.41497141364343	4.73646232591897	4.28821358582276	4.44734966027562	4.09433050324049	4.1385176327717	4.80803870594452	4.03899943027131	4.48054378044933	2.70607945818173	4.50561793598272	4.32489384970542	4.39388747340132	3.76135299487181	3.2598715014529	4.13577661888165	4.22625039355064
