S2_S1	S3_S2	S4_S3	S5_S4	S6_S5	S7_S6	S8_S7
Picea_mature_2249	2.45495077096069	-1.22607420946371	0.627034885250177	0.382271197714387	-0.195983415295115	2.67772459006825	-0.536060518877368
Picea_mature_104	0	0	3.19149863326898	-2.26785234473257	2.44353206172304	1.4957297864094	-0.0753687874594096
Picea_mature_852	0	0	-3.03023785220769	-2.62254757028266	0	0	6.07601948957864
Picea_mature_3194	0	0	0	0	0	0	2.11310731951939
Picea_mature_2154	0.188816942108353	-0.869560353836416	0.38172360474898	-1.39239334706634	0.162952674297995	0.53651483786898	1.80485696288803
Picea_mature_1173	-0.853970818910092	0.473919829356757	-0.718129185725035	-1.12210041385947	-0.371576799034901	0.00631386809953548	1.35902357257244
Picea_mature_1984	0	0.859238488450768	-5.74718091134406	0	5.96894817390262	3.96031851759583	-1.22579796262769
Picea_mature_3146	-0.816891821735219	1.40493594697027	-0.930674922773928	-0.578609534732877	-0.197269238511749	1.78309429640003	-0.262221727944228
Picea_mature_2416	0.405414235280008	-0.984240458019059	-0.987677673474132	-1.76189547537033	-0.0694883476250681	1.43593310860659	2.34612325052099
Picea_mature_1133	0.326815952161209	-2.19842169227274	-0.244435862693691	-2.52330767640423	0.541504851182629	0.891065060107467	3.60951875971322
Picea_mature_2089	0.768203411578197	-0.353434614715712	-0.580182318993137	-0.504425880058456	0.221096993024602	-1.43383187419584	0.766747467662214
Picea_mature_1427	0.718730285032899	-1.3388091155741	-0.213772887477603	0.848467559455061	0.898098892242288	-1.12502815016973	-1.30262669529371
Picea_mature_3215	0.543227737997668	-4.09118377585886	-5.10219564786039	-1.84073936174112	2.83112250409448	-1.11575907978452	0.370020475655629
Picea_mature_1975	1.56003248050948	1.96211675222822	-2.20324550152698	-0.0823394925208574	0.753389432183422	0.920805551236964	-0.779267971658495
Picea_mature_3369	0.0972100239910499	0.0950156623327318	0.630101633322992	-0.0578618502455347	0.212997040738174	1.03171987357068	-2.81345194991956
Picea_mature_924	0	0	-5.38707908090438	-0.34744025476634	2.87612730675214	-1.46771000892835	7.3064803952358
Picea_mature_827	0.154669398082394	-2.73601024070601	-5.0354741569967	-2.14296582447675	-0.100000262805558	1.30277566684465	0.945510068001755
Picea_mature_132	-0.0628386493187008	0.266054797352737	0.282711187284835	0.364511183340874	1.16878412112079	2.44010555143178	-1.7071007080523
Picea_mature_2648	0	1.83478124449275	0.566026168283195	0.986512882122575	0.32687552052447	0.425655144853619	-0.0151324353824375
Picea_mature_582	-0.449723190999882	-1.88048610005593	-2.87439816182897	0.140694470604359	0.129315263915091	-1.08917890198341	8.13197760138592
Picea_mature_1588	-0.308523422529687	1.07854646105844	-0.195031027105044	1.55100010475955	-1.14284547093051	3.05195271749635	-4.66589387839698
Picea_mature_932	2.31004771070212	0.811393629845135	0	0	7.71740091136701	-6.30898872289912	0
Picea_mature_617	-0.330307661197813	1.03309372367341	-0.494820006361723	-2.91158090866235	-0.428074591480461	1.33572303951572	2.27055161206905
Picea_mature_2305	0.393326543215277	-2.40164628067735	0.0486947867085326	1.21624817227497	0.307134393335708	0.403798580070875	1.49955752893918
Picea_mature_2909	-0.783192024694569	0.597529702428504	-0.889998609068404	-0.0346756286704859	-1.27353036778727	1.77930059402716	1.12122711876071
Picea_mature_2394	-0.327073532240318	0.214431315909608	0.267249571984901	1.52736822723568	-2.41456681590272	4.40907659075516	-3.96148544132943
Picea_mature_3534	0.546545534608153	-1.88287832309901	0.138701608310205	-0.607080199194157	3.10394736576696	-2.68572611348614	2.20819614475727
Picea_mature_240	3.10126553413948	2.41139738674903	-0.568454014293609	-0.527965120553737	-0.41059399578832	0.0108133640046425	-2.09138211383819
Picea_mature_3946	0	0	0	0	0	1.01707293497276	3.16914822915184
Picea_mature_3756	1.31961367708852	-1.6375080074044	-1.63218171609459	-1.41988256672703	2.35996552181948	4.89133771580569	3.44558890020232
Picea_mature_1798	0.124098944785992	-1.32774885159988	1.50243604786147	1.23735410063553	0.424162554440333	0.157539904551269	-0.57747935164597
Picea_mature_3416	0.074499746148572	-0.168970263122731	-0.440941279517454	-0.386830443494427	3.66180831081033	-1.84160436241756	1.45473144546895
Picea_mature_1497	1.54981159164469	-2.17114624623912	-1.40980839949906	-1.93720244480994	-1.99709458561989	3.80285588200071	2.54746631217272
Picea_mature_1237	-0.206088226522546	1.11467941804056	0.104623672731544	-0.65110183844364	2.19101291132697	3.50785999923031	-2.11120275050305
Picea_mature_3018	2.31004063247302	0.811391812874876	0	0	8.1255567984622	-6.71714460993292	0
Picea_mature_648	0.213636921637969	0.266430229854557	-0.869959545893243	-1.85204345050894	-1.80938696940646	5.9707037355045	0.369172017029001
Picea_mature_3738	0.623221610888377	0.843907828565897	0.245040019276347	-0.422703317799222	-0.176250724395559	2.16792226667837	0.681356411557575
Picea_mature_1411	1.06439149820711	-0.0947149916975336	-2.09915343236046	0.749397158460307	2.39027361504362	-0.170879331646091	-2.06560951945424
Picea_mature_2741	1.6038494929493	-1.19464416960382	-2.8825209534821	1.08231937014998	-0.732753074355437	0.825967358455762	1.06072510406565
Picea_mature_1172	0.00609469127669205	0.343631246004687	0.102765502428795	-1.99891880847852	-0.311717552271815	0.169691948167911	1.84223722968137
Picea_mature_4048	-0.329487821872106	-1.83288349009464	-0.485591969682239	-0.424116793942828	1.75258752099206	1.01602017743504	0.0284275253370406
Picea_mature_1985	-0.0709845826498453	3.61479082489235	-0.201359247739185	-1.55438794098125	-0.337857592254518	-0.603769874739432	2.97862427391852
Picea_mature_2142	0.956708796294055	-2.23924577090949	-3.24053941347021	1.41214979991229	1.14293475581195	-6.03619888592715	3.6310003702368
Picea_mature_3458	0.113352046298936	-0.618040035486323	-0.579118372121969	0.311572939606741	1.10915498869047	-1.52191901841271	1.12909708246512
Picea_mature_3431	-1.26645225812781	-3.21184848347139	-0.470177827989657	0.904871452994311	5.74227527123428	-8.09044157211937	0.914025577720208
Picea_mature_1824	-0.436027117630605	-1.42841217164121	-6.21476441929668	5.26003164286752	4.98092499330838	-5.85628843587774	-2.95072414041
Picea_mature_446	2.12033992442187	0.34273476200566	0.441967150824249	-0.320949976459599	1.948676947396	-0.262614591131126	-2.12436789810293
Picea_mature_1741	0.145761667891155	0.693036996695548	0.820915397852957	0.344157851322334	-0.2360118240753	-0.0824421484972291	-1.09440127241038
Picea_mature_442	1.94468376899618	-1.41286043319775	-3.60598950576686	1.12648509986915	4.95007715368627	-6.0005098046909	-1.84835061140439
Picea_mature_1474	-0.813601176262498	0.687197077695836	-0.309759302100119	0.806373607632644	0.464750942265347	0.815664916421918	-0.121167105394353
Picea_mature_2702	1.12264753885574	2.47986178027968	0.413257527232217	-2.04596301291625	-0.0702484741972871	-1.46869154801885	3.71796808812566
Picea_mature_2822	1.26902289375346	0.085830909969638	-0.305429507790733	-0.898991446633257	1.16474985574505	-0.144413316480394	0.0978509771522027
Picea_mature_515	-0.910706840767675	2.51136581177157	0.571421845831391	0.00954152066942626	-0.717110575498237	2.52110164130422	1.14060345638545
Picea_mature_1892	0	1.49135930750995	-6.37928557342898	1.5847424555542	1.87665151468552	-1.43862489686722	7.28618934482797
Picea_mature_2703	-0.342350435089124	-1.17184109321301	-6.75632471665568	-2.5210424989917	2.11718300847941	-3.71187486636907	3.14239966718277
Picea_mature_851	0.55283408433795	-1.54948950033922	-1.02307391623943	-1.00413937041906	3.76396866141479	0.00794017125229109	1.19666839126146
Picea_mature_782	2.31002250501848	0.811389132276279	0	0	0	0	6.00005320540918
Picea_mature_637	1.97518397518649	-2.28856952586621	-2.36982286472758	2.91300245120108	3.40345258534779	-5.73821355357308	-1.63465712755794
Picea_mature_968	0	0	1.20481040693215	-0.355533725590931	0.283014899311668	2.3364895069398	0.559540123022799
Picea_mature_2984	0	-0.0520314385510877	0.849966684789541	0.736320353542202	-0.429446121915248	1.89117820442876	-2.29935437866696
