	S1	S2	S3	S4	S5	S6	S7	S8	Z1-SD	Z2-SD	Z3-SD	Z4-ZE	Z5-ZE	Z6-ZE	Z7-ZE	Z8-ZE	Z9-ZE	Z10-ZE	Z4-FMG	Z5-FMG	Z6-FMG	Z7-FMG	Z8-FMG	Z9-FMG	Z10-FMG
Picea_mature_3103	-1.3117986596430082	-1.3117986596430082	-0.6157832574915336	0.8531719832314463	0.2543768143425263	0.2917094651525617	0.023275212981228085	1.8168471010697855	1.8250647467899603	0.6424146469217606	0.7414099171198782	2.1020821286894034	-1.0867109256082905	-1.0867109256082905	-1.0867109256082905	-1.0867109256082905	-0.9197936464994485	-1.0867109256082905	0.8330880532168172	0.3193554357174351	0.1552936455056687	0.2283561569316339	0.44473313533671904	-0.353330469087931	-0.5851191226004403
Picea_mature_2054,miR396	1.87323259421446	0.8682790375234415	-0.41573032646706337	-1.005997979017509	-1.0259374677778084	-0.9426356960038078	-0.12318393072904663	0.7719737682573312	1.4883271947487762	-0.08058742296582405	0.7788321051716303	2.469271055236413	0.28237302789029883	0.14585957433231475	0.2784134852106735	0.2984993130083876	0.2792282293242134	0.5887066334338018	-1.3802494688303213	-0.4718348931831126	-0.26453779404577177	-1.3802494688303213	-0.8974558902004199	-1.3802494688303213	-0.7543462114704168
Picea_mature_1086	-0.7856955710236265	-1.5958097665670117	0.19306809780386816	0.10312834109956945	0.6209525481639016	-0.08480788093247696	2.038590335979078	-0.4894261045233026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Picea_mature_1418	-0.28706617443076754	-1.4562679975244455	-0.7802713906141536	0.4244613235062549	0.013873293330918727	0.1268928297018142	-0.26056272995475244	2.2189408459851165	1.774517129674962	0.8983402034742587	-0.025832505963862613	-2.2580806395007684	-0.14028024152959181	-0.4688834451165714	-0.918440589847561	-1.104575321141611	-0.4084044878338331	-0.9037433550072492	0.660437943409507	-0.016853668876312105	1.0203901674040659	0.9065982489372667	0.771174042284167	-0.8261001690721052	1.0397366887052462
Picea_mature_3254	-0.8967408297239124	-0.8967408297239124	1.4424836617693506	1.7837790858941267	-0.27304017401019764	-0.4599853937644231	-0.8967408297239124	0.1969853092828948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Picea_mature_2511	0.3874511172269561	1.6339995129658988	0.20922830963947528	-0.9204492647962	-0.3759490234689252	-1.8240631619529828	0.9056099024348745	-0.015827392049099318	2.333321636396711	1.5488292011919202	1.0836684479687548	-0.8712646776710959	-0.0986336370653669	-0.053037404944631	0.9767842820836227	0.9381025164073198	-0.009531963916588013	0.25061434324703025	-0.8712646776710959	-0.8712646776710959	-0.8712646776710959	-0.8712646776710959	-0.8712646776710959	-0.8712646776710959	-0.8712646776710959
Picea_mature_583	-0.4274155089184625	-0.4274155089184625	-0.4274155089184625	-0.2808008213900894	-0.4274155089184625	2.638040809196217	-0.2201624432138134	-0.4274155089184625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Picea_mature_223,miR11411	-0.4927682082478442	-0.4927682082478442	-0.4927682082478442	-0.4927682082478442	-0.4927682082478442	-0.4927682082478442	0.4361175420743762	2.5204917074127144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Picea_mature_13,miR159	-0.06485766075740837	0.08602230964636151	-0.5149424900897702	-0.21456738171597	-1.1266531488483813	-0.8915627835334563	0.3896560773658857	2.336905077932738	0.6150281647771366	0.39142993470303433	-0.7449083646094427	1.3404782112679503	1.2068940307756337	1.1341774420066983	0.9925562030045829	0.8374671415487734	0.8551776108402303	0.8578649372080568	-1.447917531247068	-1.017384488514194	-1.021314146795574	-1.0167127426860403	-0.8277366897971621	-1.1240352490900882	-1.0310644633925377
Picea_mature_2643	1.3728253213676338	2.020546404159622	-0.29799354726006794	-0.6050064788135157	-0.6795998992199078	-0.48046428824395676	-0.6783613013529015	-0.6519462106369069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Picea_mature_1736	-0.2912533140927513	-1.4715943353010243	-0.30769177467673864	-0.6368429490246014	-0.3407793412436851	1.061435691103873	2.0015847178772486	-0.01485869464231292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Picea_mature_2464	-1.4250954025932228	-1.4250954025932228	-0.7844819062795692	0.6543365974758961	0.36444945146338154	0.4606522168239311	1.4145862996449923	0.7406481460578216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Picea_mature_2252	1.1347168212897811	2.1548968238544974	-0.07812319663670335	-0.642298089701515	-0.642298089701515	-0.642298089701515	-0.642298089701515	-0.642298089701515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Picea_mature_2113	0.47560624149940767	-1.3277004469196279	-1.3277004469196279	0.7546690238943324	0.1845832369780203	-0.3797567877210434	1.85602852849853	-0.23572934930999714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Picea_mature_2165,miR3697	0.7195813154652705	0.13208254387582968	-0.029952640727426986	-1.5250474451739793	-0.1962331456308543	-1.4168005895738556	1.610663601025885	0.7057063607391227	0.20615650821192497	0.22947225593448897	-0.030887566069491224	1.2180584010271434	-0.2886554722691063	-0.45339569910507993	-1.091872521542427	-1.5430593075466479	-0.8229767907781671	-2.174015497924057	-0.5599821177252108	0.7596468474285792	1.217423020378926	0.7239266721028802	0.12467816883002719	1.519590341460902	0.9658927575853254
Picea_mature_681	-1.4561245993179577	-1.4561245993179577	0.5999821917943231	0.44744751066371447	0.5698057421481458	1.0094239169207224	-0.8097853646463976	1.095375201755402	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Picea_mature_4064	1.3736143307451534	1.6658404608364676	-0.5885136037141254	-0.11519314247231874	-0.11974428889114769	-0.49516908949361027	-0.07353284068618242	-1.6473018263242158	0.39136961487375155	1.856893670024811	0.05212246887882979	0.018356950427177075	0.03531300828284408	1.0985544781553809	0.2896998774622121	1.1351674234335556	-0.06883980244538081	1.685619071467938	-1.9082084266094397	-0.6003681503240884	-0.6795576619554594	-1.0232363520532322	-1.3703093293318136	-0.16957174250582885	-0.7430050977812263
Picea_mature_3701,miR11407	0.5383528907558354	0.21596234818261276	0.012989790760683432	0.26671613775208025	-1.0636000974442046	-1.9986767666201148	0.5617090013026155	1.4665466953105024	-0.34977511919212695	-0.05175711466833006	-0.554584907565873	0.2747503015800151	1.4266412881747286	2.083575666086025	0.809814032352473	0.41566823204099	1.026621786111335	0.661845563422307	-0.6627793258237	-0.06844911481226493	-0.3695996556788377	-0.8729840517918036	-1.9161325202189452	-0.1970455100449774	-1.655809549970979
Picea_mature_87	-0.034189234682924584	1.1189141466773291	-0.5196424991669325	-0.6907640070811722	-0.1253134584628737	2.076332935564713	-0.8539838806552186	-0.9713540021929153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Picea_mature_3924	0.9616974010306215	0.5366113301215619	-0.4546922363165474	-0.6552006951864813	-0.0725687132462624	-2.095912091226745	1.1804838628018977	0.599581142021952	0.670302605749373	2.034026569409845	-1.509468116556215	0.5058735292496651	-1.1224763849796646	0.4790438748587681	0.16969531789004216	-1.4638336363062143	-0.6480764121990541	-0.6574490220741845	1.2062834239746492	0.8169517401370145	-0.03254713027255473	0.6802319825743178	-0.3800005869719828	0.710817860253235	-1.4593756147370491
Picea_mature_1663	1.4856120538195352	1.9248848370871365	-0.23103039660941055	-0.6623389786288412	-0.6504788351006988	-0.5375022570800387	-0.6780031021824177	-0.6511433213052655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Picea_mature_2627	-0.6159464783491854	-0.6159464783491854	-0.6159464783491854	-0.6159464783491854	-0.3149757934810797	-0.6159464783491854	2.045073877169639	1.3496343080573674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Picea_mature_3845	0.23032905265444095	1.4772261868879244	-0.5903996271221045	-0.6617406109490654	-0.3508253633357055	1.7596846865457323	-1.034486939904404	-0.8297873847768167	0.03392557511131095	-0.4283175805784975	0.12664333115061496	-0.6659447911890135	-0.04966060755023618	-1.1513310942764936	0.06695234711451914	-0.25382294271376077	-1.5369095561634483	-1.8467236206746114	0.3979078770447732	0.6227864848623273	1.2519582880401625	1.2544377057751002	1.521079214749406	1.5470597296439241	-0.8900403603460816
Picea_mature_1613	1.1465353688804734	1.462551364725038	-0.8534143369003953	-1.4540785484901282	-0.013538278750274874	-0.05891293705578123	0.8002599539494974	-1.0294025863584355	0.8415973029685154	0.47330082205264407	-0.04263328893901905	1.2918867307194632	-0.4641940413731583	-1.980351481398449	-0.3556874955326568	-1.469426599631257	-1.8086873301369495	-0.2813598719711912	1.2551533610203025	0.4852322250554083	-0.34185290784500116	0.470962896189388	0.9124269784332822	1.2576903677775264	-0.24405766738885804
Picea_mature_2637	-1.4423425473914804	-1.4423425473914804	0.4231223969641741	1.7917740761091316	0.6318883185401074	0.1835918754862831	-0.017135785417961482	-0.1285557868987757	-1.6320535147310962	-1.6320535147310962	-0.7671403739373513	-1.6320535147310962	0.149246059910983	0.9765214503798697	1.4909856148812661	1.5168168853054678	0.975898724773847	0.7108048471466064	-0.8599868989137995	-0.4740484223393974	0.3687997205403316	0.4487672114957011	0.40101157004297544	-0.026280344914528936	-0.015235500178681966
Picea_mature_2103	-0.4885890298762213	-0.4885890298762213	-0.4885890298762213	-0.1651301818181076	-0.4885890298762213	-0.4885890298762213	0.004401686590325557	2.6036736446088904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Picea_mature_2864	0.8388055353292818	0.9931766250408315	-0.40771447094341584	-0.754945835542502	-0.5797442514276835	1.8346915328752074	-1.062705165981805	-0.8615639693499186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Picea_mature_3346	0.5433826433595964	2.031181823226123	-0.22706191087986657	-1.0067597428716484	-0.21392074683848442	-0.8681587359126706	0.7874557631057302	-1.0461190931887667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Picea_mature_470	0.2925843161436858	0.7488598197326333	-0.18574175142537547	-0.857478831640254	-0.9666420620127608	-1.2298251624745897	0.17153652518980878	2.02670714648686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Picea_mature_3728	-0.377964473009225	-0.377964473009225	-0.377964473009225	-0.377964473009225	-0.377964473009225	-0.377964473009225	-0.377964473009225	2.6457513110645934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Picea_mature_2080	-0.10739897074889529	-1.1741618881029598	-1.1741618881029598	-0.11505442699206278	0.0758319720405134	-0.32347083612436434	0.6556175103690532	2.1627985276616792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Picea_mature_1223	0.03594424019928719	-0.8383610954849525	-0.3652130691958974	-0.5392767528573648	-0.48260678836634624	-0.48632609066703497	0.1500271822992721	2.525812374073038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Picea_mature_3043	-0.5691001814891442	-0.5691001814891442	-0.5691001814891442	-0.5691001814891442	-0.15141813382949756	-0.5691001814891442	0.5322981480104317	2.464620893264798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Picea_mature_1745	-1.0986807231523164	-1.0986807231523164	-1.0986807231523164	0.3217742732481669	1.0237844148961708	0.7953218055615663	1.559235759843559	-0.40407408409250634	-1.1703342412928723	-1.1703342412928723	-0.4938249575989628	-1.1703342412928723	-0.7504943218859963	1.085363934797671	1.587142314729706	0.9586089219952463	1.6929340575732312	1.256001000023612	-1.1703342412928723	-1.1703342412928723	0.03229105659029516	-0.025386515346368602	0.31784690299622537	-0.19072943242597729	0.3819182450156795
Picea_mature_3422	0.7855506031607704	1.1863955558482064	-0.6710099607698118	-0.7084967952894756	0.14959820676224278	1.5391317388502552	-1.0181493298394322	-1.2630200187227594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Picea_mature_3213,miR946	0.7562155558953193	0.9022071508008546	-1.25712094646608	-1.059895550121106	-0.592624925292101	1.2974413019181796	0.9450834548862966	-0.9913060416213629	-0.1975924166285093	1.6090862229293124	0.010391109540191967	1.2989125825395018	1.5165500085905135	-1.196695718369903	0.16474805284364397	-0.849338950609277	-1.056855391385693	-0.075828739118142	0.03300743009248309	-0.30143781367403033	0.919666321556734	0.4389045728767446	0.8472924682900828	-1.2356881842190772	-1.9251215552545737
Picea_mature_2787	1.6265764217953138	1.514244563550969	0.4658007330690754	-0.7269643985263399	-0.6433426373105404	-0.8716877267825521	-1.0071460346991525	-0.3574809210967731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Picea_mature_2837	1.9425677672661519	1.4187527387373504	-0.06277030550160538	-0.6753405178827141	-0.7627645028718955	-0.6059198620061408	-0.7212859461862502	-0.5332393715548981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Picea_mature_2957	1.3172161262390563	0.2989302256506795	0.5451721589194414	0.6656729359512911	-0.9302033232262725	-1.0025459314863876	-1.7051032382161115	0.8108610461682902	-0.15018486397314332	0.14440346912752935	1.4895361226222095	-0.6975883876846496	0.9550738529918963	0.8339153256141173	0.3560232380012013	0.2370146767445485	0.5913597411747931	-0.2046169647389245	1.0882233266649848	1.0826766281962183	0.4199449284643042	-1.4331377810088195	-1.8010011874827099	-1.4617117779255404	-1.449930346788006
Picea_mature_211	-0.6292858313317511	-0.7616580512389465	-0.022741650514996166	-0.9369284301028099	-0.2955526969343188	-0.242368659191588	2.4001997128330728	0.48833560648133356	1.2540156157198725	2.2645354562514313	0.2471855841401143	1.2837546667886175	0.7262354509455924	0.29688741023818427	-0.422649721482718	-1.2048264571178253	-2.0370104992691305	-0.9412577693470787	-0.3708066925393897	-0.828324832797885	-0.254117775450967	-0.3388027613817197	-0.1507158923482751	-0.05366880534918306	0.5295670230003641
Picea_mature_987	-0.47504919701975035	0.7663906523558068	-1.5089700863443127	-1.0882058665342995	-0.49885345203763587	0.4537811051156013	0.6716492215224128	1.6792576229421852	3.0881856159131047	1.285252470815695	1.4208883996627055	-0.11659983426952748	-0.37902899188119665	-0.5409571702215652	-0.7121791409737737	-0.7121791409737737	-0.621298446075402	-0.7121791409737737	0.13630135314105168	0.22527013742273533	-0.139630238750361	-0.31629151764569813	-0.7121791409737737	-0.48119607324266994	-0.7121791409737737
Picea_mature_686	-0.9035110504336158	-0.9035110504336158	-0.9035110504336158	-0.3109364308615338	-0.18099949954851005	-0.07938085085936823	1.763379555665086	1.5184703769051795	2.304648528508528	-1.5518790700379221	-0.06350440008415323	-1.5518790700379221	-0.14340753822466196	0.734963782878392	0.9352771928326394	0.34131536652104394	0.339130406024832	0.6305650235729348	1.065984752420612	-0.48821090005752454	-1.5518790700379221	0.13243025804120995	-0.009491825639030347	-0.9926806976244209	-0.13138273905662268
Picea_mature_783	0.22266619945200442	-0.31997545956898715	-0.384708341406194	-0.7683517867068309	-0.9456223084197645	-0.2662509936002113	-0.01652840905147072	2.478771099301453	1.9464113875786033	-0.13122176847397957	1.4109107205634017	0.4234827403938398	-0.5641800150143309	-0.4857376388487525	-1.1644059797356212	-1.1617575916336376	-1.519949829763779	-0.5366808411965072	0.8374900659818748	1.1924597294066213	0.9081537474183204	0.452993640726749	-0.07001603336316733	-1.4113832435629605	-0.12656909047667467
Picea_mature_1756,miR11507	-1.3715382117965154	-1.3715382117965154	0.059555667256821716	1.4764978107516569	1.2287487317987031	0.5803508858306564	-0.18637699027857554	-0.4156996817662288	-1.1927988130715808	-0.8628613776020438	-0.6183943784219809	-0.9625679917096654	0.4428364063887275	0.8031579674457192	0.9609124679581545	1.9707791572568227	1.7034415219177217	1.249910494789124	-1.2179030528616313	-0.9751236651337443	0.11335326266403395	-0.4953832548177994	-0.16242830052711338	-0.8290264402261068	0.07209599595135671
Picea_mature_1027,miR1312	1.5175866274222745	1.6551914739545424	-0.2820588391903117	-1.3362572393132437	-0.3240366717664763	-0.9743259993259411	-0.07791456927057293	-0.17818478251026593	0.876219812229422	-0.7267016859178138	0.3065080517173476	0.15213698283389399	0.6125311377915289	1.1519978236845507	0.6255617266100626	1.233309457804732	0.9962690230699384	1.3280684502740023	-0.2745089554620352	-0.9293266777290279	-0.10437567003631586	-0.4862378657305159	-1.1026639966371496	-2.074856358779396	-1.5839312557232195
Picea_mature_989	0.8825153013635351	0.2357544417594517	0.6432133110453943	1.1645169976828917	0.8115743732539586	-1.4254783824741084	-1.0291075879367728	-1.2829884546943378	-0.6005293540070112	-1.8926318129525286	1.3844821733198809	-1.8926318129525286	-0.9798221230432973	0.212299465029988	0.9479226381375327	-0.829799087669872	0.04124937869100472	-0.5126413430504873	0.03421619232989599	0.5557894891598995	0.3255638170894329	1.4870285938707064	0.16384993386722144	1.4249434085895867	0.13071044359059375
Picea_mature_1285,miR11534	-1.5954397111502627	-1.5954397111502627	-0.13096861614030844	0.49140422650053234	0.523506074644993	0.5556494568583716	1.39246282904374	0.3588254513931943	0.49246221048916056	-0.8275459925346638	-0.3398912127720502	0.886104238412155	1.3290054573482717	1.3094713746076718	1.1707505290072435	0.8212952415013832	0.9398328233858525	1.0705466973729938	-1.0416088553221596	-0.7698751959767763	-0.34692097397075083	-1.0477007702159031	-0.8650022181990827	-1.6204055159585298	-1.1605178371748186
Picea_mature_1457,miR3627	-0.6460326577460223	-0.6460326577460223	-0.6460326577460223	0.34827049711536573	-0.6460326577460223	0.5356111939935535	-0.6460326577460223	2.3462815976211955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
