S1	S1	S1	S2	S2	S2	S3	S3	S3	S4	S4	S4	S5	S5	S5	S6	S6	S6	S7	S7	S8	S8	S8
Picea_mature_1745	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.41837032470549	4.65283955380232	4.65843941584303	4.73977021275493	5.49623734624486	4.90757887426828	4.65388780239147	5.25093128541231	4.80097153122104	4.82649877672664	4.93228657753142	5.26292852396613	4.42498522943183	4.40083990848809	4.34104448962066
Picea_mature_3422	5.22574302824569	5.00597082157599	5.06801091950739	5.65020039615774	5.24679178172193	4.15432791157066	4.15432791157066	4.72555905566983	4.41837032470549	4.52671323878124	4.31447197086222	4.40165082118627	5.00788095964685	4.75765667450424	4.78436978346897	5.99294051312116	5.40411565098503	4.15432791157066	4.15432791157066	4.37275746941402	4.15432791157066	4.32874410603045	4.15432791157066
Picea_mature_3213	6.61733407919336	6.74379918439206	6.83359962878318	6.83536714971329	6.8899742010245	6.48224135624394	4.15432791157066	6.04820720666302	5.48100643836113	5.6047089588019	5.59657297704712	5.82245299656477	6.11257142454468	5.61483015847268	5.89778761444408	6.28720052020014	7.24072430694367	7.08326352393055	7.67100451899657	6.05351501276669	5.58020663713753	5.64772925555096	6.03857846120873
Picea_mature_2787	8.04820192964177	7.79144293346511	8.24245203661486	8.33483706999846	7.92545935333048	7.6870776911859	4.15432791157066	6.93199306409792	6.77984760184407	5.57154386990441	5.47653910615588	5.37235794240381	5.7154553834492	5.56791078439331	5.53832397020828	5.28307892761215	5.31840307564642	5.46529060738633	5.32476603126707	5.01601543110296	5.47634362904239	5.89397221816575	5.88026565918335
Picea_mature_2837	8.63185503099705	8.62435051845049	8.65829783506685	8.47374679969127	7.82625979651631	7.54544106325474	4.15432791157066	6.99048815829739	5.54776865134159	4.70485292212447	4.60567341351481	4.58166454489724	4.43487152858008	4.47849348121538	4.47122071198692	4.71243810429844	4.7713392818613	4.15432791157066	4.60708401400602	4.46294033821235	4.91223986411674	4.82421621977499	4.79627561541765
Picea_mature_2957	6.97284205528217	6.06783284958651	6.02699529268823	6.28616446376745	5.47763470001978	5.58911217894971	4.15432791157066	5.70487642881825	5.97425152491307	5.73559399319211	6.03280471556169	5.76152673965886	4.67713888351081	5.11123424894139	5.01126696231598	5.18304687464042	4.97725696382549	4.15432791157066	4.60708401400602	4.6868517698366	5.33342848659611	5.82978315905091	5.83095594416622
Picea_mature_211	7.1743962765709	6.91013191894645	7.06784492380212	6.89428584985815	7.56375920617903	6.48224135624394	7.64498339836313	8.08002015647742	7.86311183405311	6.66448110180189	6.44460527177824	6.8815103278073	8.49847798516568	7.50541720136191	7.11891612476809	7.66311267956378	7.57514914621938	7.24407281399095	11.1940852549137	10.8857896481428	8.06914312193344	8.58086698096213	8.53320783682692
Picea_mature_987	4.15432791157066	4.65074203921665	4.68766110067768	4.15432791157066	5.24679178172193	5.58911217894971	4.15432791157066	4.15432791157066	4.15432791157066	4.32123329248836	4.47412535758505	4.35634849678012	4.74622883228404	4.63931295541441	4.54205354489015	4.43468500118883	5.13768201073496	5.09669925792309	4.15432791157066	6.24827966865302	5.68508456170097	5.81503637408677	5.23433352996997
Picea_mature_686	4.99164456879933	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.52722278622192	4.77439534225104	4.68277914263798	4.66709896446011	4.86354127479809	4.79865540369529	4.60159020208806	4.88927774597171	5.22429596526845	4.82649877672664	6.58439232108866	6.48086824807586	6.03714607328746	6.31422309544409	6.47233044103342
Picea_mature_783	5.70459507763952	6.11615304563602	6.24278459656877	5.72411047886354	5.66632866352204	4.15432791157066	4.15432791157066	5.61266815277649	5.6892527708946	5.32609631438359	5.18306802755236	5.29464580254672	5.14769688778701	5.1239610339802	5.16259816096763	5.31416707770359	5.7108637159034	5.84961871966429	6.04843651134321	5.78730744657109	7.99608926804402	7.82514191880885	7.98635776672221
Picea_mature_1756	4.15432791157066	4.15432791157066	4.68766110067768	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.55955956811399	4.7966810667961	5.12395147109393	4.96078398842546	4.90242780183612	4.77776908306227	4.89063082018076	5.2504142449911	4.88927774597171	4.70702907534304	4.15432791157066	4.60708401400602	4.37275746941402	4.42498522943183	4.15432791157066	4.47728153429105
Picea_mature_1027	7.91867331713159	7.56501221811303	7.58105493397075	7.65396889932625	8.18740261254533	7.00797467613266	4.15432791157066	6.62745998065635	6.81958850773758	6.35478330841378	6.06886202744863	5.9401597357799	6.99654355432692	6.60521679440753	5.9427732102553	6.2606419142662	6.46894014041217	5.29886915669611	7.24785770019823	6.22340592341362	6.43691433535196	6.69241635686144	6.68250069732419
Picea_mature_989	9.62157805102774	9.20124593749419	9.28960384481584	8.82443066140203	8.90484919679908	7.93397653638231	8.51965210532618	9.11748942728338	9.56666407015174	9.54062300677481	8.89871507811214	9.49242939440966	9.48183172510348	9.23858063140855	8.46884054456375	8.33993280900101	7.6296135203133	6.3004787796864	8.60806186448048	7.22133284034294	7.62288327980324	7.73209729360517	7.79475442826246
Picea_mature_1285	4.6422379900747	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	5.58911217894971	7.64498339836313	6.4203427113982	6.25393613297135	7.34430129454833	7.51052959134388	7.38335664676392	7.55927204777665	7.43302868416024	6.79200885874321	7.48276498831825	8.14892343996238	5.60861881423558	9.73492059948113	7.82025623673063	6.76490024736262	7.27361419107227	7.1782140068307
Picea_mature_1457	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.3902365047434	4.43142187877421	4.29723634273942	4.15432791157066	4.15432791157066	4.37862971759172	4.43468500118883	4.43194305464247	4.82649877672664	4.15432791157066	4.15432791157066	4.86428507389391	5.61286624683184	4.52698486601355
Picea_mature_817	7.78975996534635	7.9745353760479	7.72333077361821	7.95532900856061	7.92545935333048	8.49039131864889	4.15432791157066	6.14415540374517	5.24963352409179	4.44309547205725	4.31447197086222	4.40165082118627	4.15432791157066	4.31666621836877	4.15432791157066	4.15432791157066	4.35078265092377	4.15432791157066	4.60708401400602	4.15432791157066	4.48557234127646	4.50252703229753	4.47728153429105
Picea_mature_2220	5.82668965129461	5.59084476312615	6.08449170867455	5.48570831101356	4.93581603755198	5.58911217894971	4.15432791157066	5.13142305837306	5.09113042562603	5.00950235418028	5.14793387028559	5.14563930544373	4.80770010218457	5.1239610339802	4.85737004636138	5.69336917560401	5.98518373645758	6.22225366003652	4.79204786229763	4.46294033821235	5.33342848659611	5.61286624683184	5.51409825890611
Picea_mature_4008	5.93734990275362	5.00597082157599	5.76545997512375	5.17540657312322	4.93581603755198	4.15432791157066	4.15432791157066	4.72555905566983	4.7966810667961	4.70485292212447	4.60567341351481	4.62638668880716	4.15432791157066	4.55093369990388	4.47122071198692	4.15432791157066	4.63370529206765	4.15432791157066	5.04914821368095	4.15432791157066	5.07745897525821	5.27068713776828	5.33224301252271
Picea_mature_3132	4.6422379900747	4.65074203921665	5.2037864928555	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.75216284997939	5.13589858196486	4.80398156397331	4.71280601414119	5.16103801886373	4.70102946702181	5.14705930908059	4.67172279130856	5.29886915669611	4.60708401400602	4.80472097802093	6.19783615988025	7.49843471627117	6.43645630435463
