S1	S1	S1	S2	S2	S2	S3	S3	S3	S4	S4	S4	S5	S5	S5	S6	S6	S6	S7	S7	S8	S8	S8
Picea_mature_1366	4.6422379900747	5.00597082157599	4.15432791157066	4.88371100464306	4.93581603755198	7.38805224789213	4.15432791157066	4.64982745688786	4.41837032470549	4.32123329248836	4.38068984044068	4.47336109269343	4.15432791157066	4.38378815107169	4.15432791157066	4.63841096403754	4.93132918970429	6.80069559256119	4.93228657753142	4.5319416279633	5.05864068754775	4.82421621977499	5.14117709812734
Picea_mature_3196	9.04006324698969	8.70768190866024	8.9662632048484	8.9176616748572	8.855605915248	8.04305396624592	4.15432791157066	8.19980411062453	7.95688929513854	7.93235993442189	7.18874903564393	7.16202035894261	6.54990558923484	6.79238734847989	6.71494907542284	7.7792088110751	7.63204018885649	5.60861881423558	5.15094594463372	5.30128611232457	6.20438221893497	6.65827788382949	6.53166715043452
Picea_mature_2935	8.85360680992912	8.62435051845049	9.0082943007837	9.33126413969324	9.16942772944552	9.41987241001928	7.64498339836313	8.19282291448756	8.51137966676118	8.59957644084947	8.37521251294192	8.14004011360672	5.89923954178118	6.29498995682484	6.43096169749708	7.07814284391021	7.1549862130043	7.63897520891941	10.5805016543624	6.28071744302157	10.1448570636813	9.2294659825061	12.8544195103482
Picea_mature_1527	4.6422379900747	4.85298484044901	4.15432791157066	4.15432791157066	4.15432791157066	5.58911217894971	4.15432791157066	5.20652257230831	5.24963352409179	5.23651957133128	5.21685819099535	5.236215233329	4.35285822452883	4.81814770625656	4.65388780239147	4.55019380603917	4.35078265092377	4.15432791157066	6.0893108474388	4.90327470373655	9.70248277094878	9.31050924808247	10.2051426405161
Picea_mature_3676	6.4861783321543	6.0175735561229	6.13947199398019	5.17540657312322	5.24679178172193	4.15432791157066	4.15432791157066	5.7268014479849	5.6506319200907	6.3052974392754	6.30031800841421	5.80249358473347	5.40265786728653	5.6816843115265	5.47362494016125	5.71450504380459	5.39033478292783	4.15432791157066	5.76964029486402	4.96181579659511	6.24297385121477	6.55036739165789	6.49737528991077
Picea_mature_2739	5.3229499235368	5.00597082157599	4.90440064780411	4.67279548400442	5.47763470001978	4.15432791157066	4.15432791157066	4.8517097647811	5.52597664311374	5.32609631438359	5.40644364591781	5.09654405548043	5.63964879038983	5.44077913685221	5.20757875132251	4.83578790122717	6.02540955104895	5.73541573241276	5.86990943076605	5.13713944094021	4.88868723109189	4.88686918644372	4.87060356204631
Picea_mature_846	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.44309547205725	4.31447197086222	4.47336109269343	4.15432791157066	4.47849348121538	4.37862971759172	4.43468500118883	4.70702907534304	5.46529060738633	4.15432791157066	5.20224320006928	4.15432791157066	4.15432791157066	4.15432791157066
Picea_mature_69	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.31666621836877	4.15432791157066	4.15432791157066	4.35078265092377	4.15432791157066	4.15432791157066	4.15432791157066	5.52375593484062	5.0627328196712	5.23433352996997
Picea_mature_1537	5.56782546115435	5.13317756341789	4.90440064780411	5.57106410580288	5.82781778669165	4.15432791157066	4.15432791157066	4.44133932335849	4.52722278622192	4.52671323878124	4.77019472884618	4.68624304060308	4.80770010218457	4.79865540369529	4.37862971759172	4.63841096403754	4.80097153122104	4.15432791157066	4.93228657753142	4.72898384866613	5.78106881905339	5.72243086038091	5.70716994125962
Picea_mature_3733	7.88120810106182	7.65995654157701	7.35869829284501	7.81260318456563	7.47888734535605	7.38805224789213	4.15432791157066	7.59822350518522	8.07733837551077	6.96218786970355	6.69335175333619	6.53724376388049	5.7154553834492	5.54367099576647	5.31117401752035	5.31416707770359	5.55655175843197	5.09669925792309	5.53827364528125	5.68777342991581	6.43691433535196	6.21611715555546	6.73343602738266
Picea_mature_2493	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	6.1128219257482	4.63281076618426	4.80398156397331	4.15432791157066	4.71347486271005	4.15432791157066	4.63841096403754	4.49407485009092	4.15432791157066	4.79204786229763	4.80472097802093	5.3877745392187	5.1377333644992	5.45699435946548
Picea_mature_148	8.36049517214979	8.4057374492887	8.34461437784117	7.51292764434684	7.29212364485699	7.93397653638231	9.45053057307032	8.35164380371352	8.9597706574857	9.64625536273101	9.55556685471453	9.8111915056405	11.2583089832621	10.6294978530942	10.7871344613429	10.7576083158933	10.4224551576237	10.5273691929161	10.405337988505	10.6538641717416	7.79931456260911	7.64584442781972	7.64885482315934
Picea_mature_2114	4.99164456879933	5.24375815584756	5.42654931442308	5.29032922222231	5.24679178172193	6.11392718708091	4.15432791157066	5.65971764954363	5.6701075938824	5.4747024650164	5.38813955372163	5.37980071780228	4.77776908306227	4.81814770625656	4.7442540828489	4.98519315184878	4.67172279130856	4.15432791157066	4.60708401400602	4.46294033821235	4.99934611567348	5.03068532341983	5.18897793195011
Picea_mature_2944	5.22574302824569	4.85298484044901	4.90440064780411	5.39277681839475	5.24679178172193	4.15432791157066	4.15432791157066	4.55955956811399	4.15432791157066	4.15432791157066	4.47412535758505	4.35634849678012	4.77776908306227	4.43521063818859	4.70102946702181	6.51583958974231	6.06437323069783	5.46529060738633	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066
Picea_mature_1495	5.49244850662099	5.51440791816033	4.90440064780411	5.48570831101356	5.24679178172193	4.15432791157066	4.15432791157066	5.04902856719892	5.18961506738571	5.03968376340129	4.88087494598721	4.58166454489724	4.74622883228404	4.61181307736112	4.15432791157066	4.83578790122717	4.43194305464247	4.15432791157066	4.60708401400602	4.46294033821235	5.24570376060546	5.49120881005255	6.05962260173178
Picea_mature_2003	4.6422379900747	4.85298484044901	4.90440064780411	4.67279548400442	4.15432791157066	4.15432791157066	4.15432791157066	4.8517097647811	5.0183113901989	5.30448395189572	5.22784540233607	5.3027044170411	4.80770010218457	4.87324839770956	4.47122071198692	4.77735961251275	5.10045348879441	5.29886915669611	4.60708401400602	4.6868517698366	6.26807509154412	5.62168506814005	5.91204727858932
Picea_mature_2758	5.22574302824569	5.3424365094136	4.68766110067768	4.88371100464306	5.66632866352204	4.15432791157066	4.15432791157066	4.64982745688786	4.41837032470549	4.15432791157066	4.15432791157066	4.29723634273942	4.55045636602637	4.58248830026546	4.47122071198692	6.24715566555603	5.97697882702097	4.82649877672664	4.15432791157066	4.15432791157066	4.34585165160825	4.15432791157066	4.15432791157066
Picea_mature_3736	4.99164456879933	4.85298484044901	5.06801091950739	4.88371100464306	4.15432791157066	5.58911217894971	4.15432791157066	4.95706284056557	4.89406523664443	4.75216284997939	4.68277914263798	4.58166454489724	4.71280601414119	4.68994582575729	4.47122071198692	4.88927774597171	5.02051069544113	4.15432791157066	4.93228657753142	4.5319416279633	5.1138456962684	5.29510712969639	5.10776723373024
Picea_mature_554	4.15432791157066	4.65074203921665	4.15432791157066	5.04306100696643	4.15432791157066	4.15432791157066	4.15432791157066	4.55955956811399	4.68023343659607	4.7290203828915	4.51169046639161	4.55738716181327	5.38856116764384	4.90757887426828	4.89097388750017	4.15432791157066	4.80097153122104	4.15432791157066	6.34371031206819	6.02446611961888	4.6932970236661	4.61412244619402	4.57068392961517
Picea_mature_961	6.82010941537514	6.20759543746289	6.76824581175783	7.41706459760097	7.56375920617903	7.54544106325474	4.15432791157066	5.27581628326988	4.74150789297763	4.15432791157066	4.15432791157066	4.15432791157066	4.43487152858008	4.31666621836877	4.15432791157066	4.43468500118883	4.43194305464247	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.34104448962066
Picea_mature_975	4.84112632752452	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.55955956811399	4.41837032470549	4.3902365047434	4.51169046639161	4.40165082118627	4.15432791157066	4.43521063818859	4.15432791157066	4.43468500118883	4.35078265092377	4.15432791157066	5.04914821368095	5.09082115219264	6.32283905215256	5.92820542229183	6.54130559577038
Picea_mature_75	7.97900950963499	7.08182362465056	7.50418190865054	7.5313446087869	7.8600988465153	8.23903324066389	4.15432791157066	7.25771555913867	7.12103807400755	6.77214354547978	7.03508743483729	6.3268815346926	6.89148241116066	7.17911296282244	6.92381132361865	6.72999463794531	8.11994472296499	9.27968581608528	5.24196552765522	5.94349300370102	7.29850725326196	8.67787402370421	7.78692057583637
Picea_mature_2997	4.99164456879933	4.85298484044901	4.90440064780411	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.44133932335849	4.15432791157066	4.99395658598592	5.05982186640208	4.97677847300662	4.55045636602637	4.73600787208621	4.70102946702181	5.10950079790419	4.63370529206765	4.15432791157066	5.60077181132674	5.13713944094021	5.55797908838056	5.30708524008539	5.93534731196409
Picea_mature_3092	5.82668965129461	6.33361951942645	6.6639516680935	6.14245413470058	6.8899742010245	5.58911217894971	4.15432791157066	6.36958674066938	6.37924184249879	6.24428234000382	6.07392923407016	6.50586009210076	6.77318312109663	6.82516194838708	7.0344899819912	7.49371284511001	6.97752573910791	7.16597762544653	7.89248448623137	8.18864720825657	7.21744059321601	6.87778458905196	7.10694843788131
Picea_mature_853	6.34068715631118	6.51999655560078	6.89598539593988	6.14245413470058	6.31877872141054	7.81586892904171	4.15432791157066	5.86969717213169	5.81501586157267	6.27280005247338	6.23069454707197	6.39137414776833	6.94500994738941	6.63600567211278	6.90800926846647	6.94760293981391	7.44297905737085	9.90124612228002	7.24785770019823	6.66684919737616	7.73220459513827	7.69237425260768	8.22052675558348
Picea_mature_3814	7.55562224598281	7.35358497181443	7.19644232451937	7.58520107243607	6.82168090383637	9.10607026926049	7.64498339836313	7.2911013559807	8.09011603305956	8.10934478052341	8.34913678617121	8.01141989837664	6.26184162058466	6.89406768721562	6.78623294569643	7.46618264727992	6.96588834041474	8.75619710703916	6.4391471299204	6.66684919737616	7.28384363358675	7.76379263667042	7.72879808725861
Picea_mature_546	8.65415954502502	8.23216495515762	8.31136273032666	8.21539341824062	7.8600988465153	8.14439534185869	7.64498339836313	7.67067038492334	7.50463883330878	7.16382005918939	6.83127832421573	6.98483491160201	6.83579316908419	6.8222145787416	6.50422789693523	6.48226113171137	7.24710734631043	6.13896434859969	8.44154518686649	7.42970970091133	8.304700086711	7.87914883980585	7.47404074202888
Picea_mature_1007	4.15432791157066	4.15432791157066	4.68766110067768	4.67279548400442	4.15432791157066	4.15432791157066	4.15432791157066	4.72555905566983	4.61039990967225	4.70485292212447	4.68277914263798	4.70469284901985	5.00788095964685	4.9402841694717	5.01126696231598	5.21762561679749	5.43112653414328	5.46529060738633	5.47190720881639	5.67470098494888	5.71473053490924	6.20534321027124	5.94301581863685
Picea_mature_2373	6.73687005994534	6.74379918439206	6.33843808418821	6.60654240733527	5.66632866352204	4.15432791157066	4.15432791157066	6.90614626805499	7.54250963209372	7.07316981065989	6.96698757819789	7.45777825619189	6.22093604628897	7.25027622093485	7.2366956961938	6.38833757842427	6.90211339470453	4.82649877672664	5.65990837242672	7.22933185322242	4.99934611567348	4.92559849386342	4.95833002020799
Picea_mature_3282	4.6422379900747	4.15432791157066	4.15432791157066	4.67279548400442	4.15432791157066	4.15432791157066	4.15432791157066	4.8517097647811	5.18961506738571	5.85966257080315	5.90052208713157	5.89444995103081	5.82531511123878	5.6071481064578	5.78994440319608	5.7756772361452	5.30335644149675	4.15432791157066	5.65990837242672	4.6868517698366	5.50031587129468	5.44043926198426	5.48021052937816
Picea_mature_765	9.0845011877716	8.56868933142825	8.83225957614076	8.65975953059391	9.38130982971889	8.14439534185869	4.15432791157066	7.73960167219099	8.12777818106395	8.24536066678993	8.4660644580245	8.67302471187864	8.57089888923438	8.34479058428913	8.17696669617462	7.27600417252065	6.9852300769029	4.82649877672664	11.6167223399943	10.5296337632224	9.45285275673513	9.44342685415852	9.54252423416139
Picea_mature_1480	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.93581603755198	4.15432791157066	4.15432791157066	4.90639705763099	5.4340167966343	4.85590886945506	4.91394134867179	4.87577797287603	4.43487152858008	4.58248830026546	4.60159020208806	4.88927774597171	4.49407485009092	4.82649877672664	4.60708401400602	4.5319416279633	5.72444403946405	6.29417656236932	6.28815718285178
Picea_mature_99	5.49244850662099	5.24375815584756	5.68993062657052	5.48570831101356	5.82781778669165	5.58911217894971	4.15432791157066	4.64982745688786	4.52722278622192	4.83650719050541	4.70600079171421	4.66709896446011	4.63873104797824	4.83704621496746	4.89097388750017	4.93884406478711	4.97725696382549	4.15432791157066	6.31029277868282	5.79916986786947	5.3877745392187	5.63911528577634	5.27754576087355
Picea_mature_3163	4.6422379900747	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.64982745688786	4.74150789297763	4.81649428178852	4.79007663161382	4.84801786052825	4.91499761303404	4.73600787208621	4.78436978346897	4.43468500118883	4.80097153122104	4.15432791157066	4.93228657753142	5.22292352810096	5.76249930467963	5.36484353955187	5.63988835922079
Picea_mature_2486	5.98910873755343	5.91046812388294	5.52168733867185	6.09071695207355	5.66632866352204	5.58911217894971	4.15432791157066	5.7268014479849	5.89726077864171	5.41785611456703	5.36003892967555	5.69722703836986	6.83141454057199	6.50092747790759	6.75698201343404	6.58057100362467	5.99333433731669	6.4441405141423	7.19585583914676	7.84370350788679	5.75310221005573	5.84434869758571	5.72568350526701
Picea_mature_1263	5.56782546115435	5.85315301404795	5.42654931442308	5.29032922222231	5.47763470001978	5.58911217894971	4.15432791157066	4.44133932335849	4.15432791157066	4.3902365047434	4.38068984044068	4.35634849678012	4.43487152858008	4.55093369990388	4.54205354489015	4.77735961251275	6.73303805200764	8.05871771595655	5.04914821368095	5.01601543110296	4.65884948147829	4.82421621977499	4.64629129856372
Picea_mature_2271	4.15432791157066	4.15432791157066	4.68766110067768	4.15432791157066	4.93581603755198	4.15432791157066	4.15432791157066	6.26177226658517	6.46340885142012	6.11813711185517	5.96844608275643	6.18376081281855	5.72588388731644	6.08150244308714	6.08839562745378	6.1189499756248	5.92656092945235	6.04982194290743	8.01649107786665	7.05544899241547	7.65271649027004	7.53368104700616	7.43934392893146
Picea_mature_1295	6.08654738481553	5.91046812388294	5.83638102330045	6.03676057667995	6.212739628952	4.15432791157066	4.15432791157066	6.82556525712677	8.0837414727854	5.93572248199703	5.76503581317181	5.42333333275182	4.77776908306227	5.00156745654997	5.13921035311947	5.25093128541231	4.7713392818613	4.15432791157066	5.15094594463372	4.46294033821235	4.97851997703595	4.90650532967887	5.18897793195011
Picea_mature_172	4.6422379900747	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.56203094730555	4.70600079171421	4.50366968007137	4.43487152858008	4.31666621836877	4.37862971759172	4.43468500118883	4.70702907534304	4.82649877672664	5.04914821368095	4.46294033821235	5.88673142728493	5.63911528577634	6.2527852097993
Picea_mature_4063	5.63830601636024	5.72947242963978	6.13947199398019	5.17540657312322	5.24679178172193	5.58911217894971	4.15432791157066	6.27574716748832	6.18011513661621	7.01200681898911	6.59523085411654	6.89675252664704	7.10504641706374	7.14212766349307	7.0344899819912	7.01823718496553	6.70506792860836	6.51051450480499	7.48242792966285	6.66084518607525	9.48423128179864	9.08727880568547	9.62072560872843
Picea_mature_1530	9.81188867149823	9.37334580381529	9.55821786408824	9.09390752021414	9.50347441370594	9.45960151877603	10.2267024483122	9.50939338921491	9.60929192438429	9.18230078834873	9.16057471120496	9.02839024128799	10.9335227973556	10.4017115145967	10.5116967396856	10.4484397904581	11.3623552160666	12.1059677095563	7.23073711044103	10.7367709238623	9.63505321667317	9.80093889209205	8.73313672818675
Picea_mature_1020	5.56782546115435	5.00597082157599	5.42654931442308	6.83536714971329	6.0971536213778	5.58911217894971	4.15432791157066	5.30862279975167	4.9791879937602	4.44309547205725	4.72824030559106	4.58166454489724	5.21830477974018	5.47620899725149	5.65714919201338	7.97475476990543	7.32152373259033	8.31284302961959	4.60708401400602	4.46294033821235	4.15432791157066	4.54339189165799	4.34104448962066
Picea_mature_1712	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	6.20028845385195	4.77019472884618	4.87577797287603	4.15432791157066	4.7785134815908	4.15432791157066	5.75564358522977	5.15570260752664	5.29886915669611	5.76964029486402	5.54959419963069	5.33342848659611	5.27068713776828	5.17333295528818
Picea_mature_840	7.33201802908638	6.77296001420066	7.44365689993822	5.79354843576826	6.0971536213778	6.11392718708091	4.15432791157066	6.67975331585	6.52320973259318	6.19530599751198	6.07897605152358	6.40701518883481	6.52814967441175	6.7711151554203	6.46809907089082	6.43613108415614	6.72841604581973	7.74943248923742	5.71608802793969	6.10047900108256	5.71473053490924	6.44206901666881	6.19784271678875
Picea_mature_550	4.6422379900747	5.00597082157599	5.2037864928555	5.72411047886354	4.93581603755198	4.15432791157066	4.15432791157066	4.72555905566983	4.15432791157066	4.3902365047434	4.43142187877421	4.29723634273942	4.83623443810463	4.79865540369529	4.85737004636138	6.02565637405265	5.19066129973072	4.15432791157066	4.60708401400602	4.15432791157066	4.15432791157066	4.32874410603045	4.15432791157066
Picea_mature_904	5.11685392044	4.15432791157066	4.90440064780411	5.17540657312322	4.93581603755198	4.15432791157066	4.15432791157066	5.4008612607975	6.00374110143946	6.37232470290942	6.53274038082662	6.26944560653301	5.37426312944823	5.65983954720186	5.96465759796072	6.19175444774686	5.60287357405441	5.46529060738633	5.47190720881639	5.20224320006928	7.62288327980324	7.6325382038082	7.85779103073122
Picea_mature_97	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.60708401400602	4.15432791157066	4.48557234127646	4.77869351654514	4.822038649354
Picea_mature_3462	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.41837032470549	4.32123329248836	4.43142187877421	4.35634849678012	4.35285822452883	4.31666621836877	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	5.31935715767646	5.38702833607484	5.69779953152694
Picea_mature_2877	6.13256523246792	6.51999655560078	6.33843808418821	6.45599536650446	6.31877872141054	4.15432791157066	4.15432791157066	4.90639705763099	4.84721537729417	4.44309547205725	4.15432791157066	4.29723634273942	4.43487152858008	4.15432791157066	4.15432791157066	4.55019380603917	4.35078265092377	4.15432791157066	5.24196552765522	4.15432791157066	4.95709460853292	4.67506381992962	4.8936007581063
Picea_mature_2272	5.3229499235368	5.00597082157599	5.42654931442308	5.65020039615774	5.96987008825248	4.15432791157066	4.15432791157066	4.8517097647811	4.15432791157066	4.3902365047434	4.31447197086222	4.35634849678012	4.71280601414119	4.58248830026546	4.47122071198692	6.04169637827664	5.85590145934909	5.46529060738633	4.15432791157066	4.5319416279633	4.34585165160825	4.15432791157066	4.34104448962066
Picea_mature_3350	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.79581271226704	5.26003730658961	4.95283898707288	4.96291064698685	5.016136814959	4.65388780239147	6.44781462128779	5.06147612274935	4.82649877672664	5.76964029486402	5.31989946074964	6.34645976355148	6.36303397319059	6.8103870568865
Picea_mature_3105	4.84112632752452	5.13317756341789	4.68766110067768	4.15432791157066	4.15432791157066	6.11392718708091	4.15432791157066	4.44133932335849	4.61039990967225	4.487583446964	4.43142187877421	4.47336109269343	4.77776908306227	4.47849348121538	4.47122071198692	4.43468500118883	4.43194305464247	4.82649877672664	5.15094594463372	5.01601543110296	4.53653799800952	4.70290545718754	4.61010971323721
Picea_mature_522	4.99164456879933	5.3424365094136	5.42654931442308	5.04306100696643	5.66632866352204	6.48224135624394	4.15432791157066	4.8517097647811	4.89406523664443	4.7290203828915	4.79007663161382	4.92808265380562	5.90816798284141	5.03043630402715	5.06489060551988	5.21762561679749	4.80097153122104	4.82649877672664	5.04914821368095	6.17216663283803	4.6932970236661	4.70290545718754	4.57068392961517
Picea_mature_624	4.6422379900747	4.85298484044901	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.44133932335849	4.52722278622192	4.52671323878124	4.47412535758505	4.50366968007137	4.77776908306227	4.58248830026546	4.15432791157066	4.55019380603917	4.67172279130856	4.15432791157066	5.24196552765522	5.11429973930709	4.58134213969906	4.50252703229753	4.15432791157066
Picea_mature_741	5.98910873755343	5.66229342604598	5.52168733867185	5.92124556757528	6.0971536213778	5.58911217894971	4.15432791157066	4.8517097647811	4.7966810667961	4.44309547205725	4.38068984044068	4.40165082118627	4.49765317615506	4.58248830026546	4.47122071198692	4.88927774597171	5.67954005873636	5.29886915669611	4.79204786229763	4.5319416279633	4.65884948147829	4.75455302924642	4.57068392961517
Picea_mature_3853	7.1743962765709	6.91013191894645	7.14641451738535	8.87538141487302	8.9679900016337	8.04305396624592	4.15432791157066	6.24764493860957	5.86503912573705	5.00950235418028	5.509889522737	5.43041025155393	6.40170406752833	6.59130416944312	6.37715453614035	10.0516342922459	8.97985055007098	8.99780268824033	4.15432791157066	4.98940346659014	4.83894208314274	5.0627328196712	4.97867272728782
Picea_mature_3640	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.3902365047434	4.31447197086222	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.78497376994316	5.61286624683184	4.95833002020799
Picea_mature_3197	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.52671323878124	4.63281076618426	4.35634849678012	4.55045636602637	4.55093369990388	4.60159020208806	4.63841096403754	4.49407485009092	5.46529060738633	4.60708401400602	4.5319416279633	5.21452770106168	5.49120881005255	5.26336377047248
Picea_mature_1534	4.15432791157066	4.15432791157066	4.15432791157066	4.67279548400442	4.93581603755198	4.15432791157066	4.15432791157066	4.79196128194944	5.2782324836922	5.20056276761963	5.28089449023105	5.05506158423724	6.90402033517186	5.99599490940535	5.50646862476133	7.10715632009563	8.53941855460565	10.181114812547	4.60708401400602	6.81969539591432	5.05864068754775	4.75455302924642	4.47728153429105
Picea_mature_800	10.9044650351403	10.9034658321338	11.0961298955456	10.4293835702993	9.99493508265934	11.1125951216623	11.2053437250844	10.2312259598684	10.9979821407896	11.6046846161181	11.7445194676965	12.0697467155689	12.8069565223187	12.4005391173498	12.7813870003962	11.4731987988308	12.7721061842442	13.6105682442559	13.1690625056753	12.7548489490409	10.9916196806836	11.7336597173004	10.5372845743089
Picea_mature_1894	4.15432791157066	4.65074203921665	4.68766110067768	4.15432791157066	5.47763470001978	6.11392718708091	4.15432791157066	4.15432791157066	4.15432791157066	4.32123329248836	4.47412535758505	4.29723634273942	4.15432791157066	4.15432791157066	4.15432791157066	4.43468500118883	4.43194305464247	4.15432791157066	5.32476603126707	4.87204485780921	5.37446546110142	5.1377333644992	5.17333295528818
Picea_mature_2249	4.6422379900747	4.85298484044901	4.68766110067768	5.17540657312322	5.66632866352204	6.11392718708091	4.15432791157066	4.95706284056557	5.05554985994441	5.35763755169445	5.17151286631346	5.19208056826646	5.34503290924585	5.45864548753743	5.34963438337629	5.48254607411483	5.15570260752664	5.29886915669611	6.71547861380714	6.83567045574631	6.52158797488628	6.44657427431805	6.25874797935144
Picea_mature_104	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	5.89193922433246	4.60567341351481	4.55738716181327	4.43487152858008	4.97156057812541	4.15432791157066	5.58129093804212	5.47035307116901	4.15432791157066	6.20455391353366	5.81091372513035	6.20438221893497	5.75412590553259	5.93534731196409
Picea_mature_852	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.3902365047434	4.38068984044068	4.29723634273942	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	5.29058109003973	4.97999372095924	5.39655421783392
Picea_mature_3194	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.34585165160825	4.40083990848809	4.52698486601355
Picea_mature_2154	12.1828358291062	11.974181110348	11.9154549238116	12.5992016352015	12.1238559990058	11.8022117734308	9.05907693810386	11.1675433570158	12.0753717133803	11.8380805239149	11.8354204508397	11.4986728706984	10.0580749047593	10.2733900201153	10.6891502672475	11.17288197148	10.3689734948735	9.59094375234717	11.0702343116951	11.0273612652931	12.8775517764422	12.6694900745009	12.9479653881549
Picea_mature_1173	5.93734990275362	5.79294284296198	5.60901473336367	5.57106410580288	4.93581603755198	5.58911217894971	4.15432791157066	5.09125573065422	5.91305405224091	5.49297970061866	5.18306802755236	5.20108229221547	4.96291064698685	4.85539912690451	5.01126696231598	4.98519315184878	4.82922230114748	4.15432791157066	4.15432791157066	5.01601543110296	5.148719481184	5.1377333644992	5.44518846596899
Picea_mature_1984	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.44133932335849	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.15432791157066	4.55019380603917	5.13768201073496	4.15432791157066	7.10464874941367	5.26292852396613	5.50031587129468	6.29921718436466	5.20435185851953
Picea_mature_3146	5.11685392044	5.13317756341789	5.42654931442308	5.04306100696643	4.93581603755198	4.15432791157066	4.15432791157066	5.09125573065422	5.6892527708946	5.06875226817206	5.13589858196486	5.13604520513757	4.96291064698685	4.97156057812541	4.89097388750017	4.98519315184878	4.90720952642615	4.15432791157066	5.60077181132674	5.40799110844147	5.54669196110281	5.21983794712555	5.35847226030614
Picea_mature_2416	6.08654738481553	5.66229342604598	5.76545997512375	5.92124556757528	5.47763470001978	7.00797467613266	4.15432791157066	5.48534698606361	5.61063211730674	5.24819674531677	5.14793387028559	5.13604520513757	4.59686850173534	4.81814770625656	4.70102946702181	4.98519315184878	4.43194305464247	4.15432791157066	4.93228657753142	5.11429973930709	6.02215147645688	5.95491385667876	6.21025646159082
Picea_mature_1133	5.70459507763952	5.59084476312615	5.90330167729793	6.03676057667995	5.82781778669165	5.58911217894971	4.15432791157066	5.00443071078649	4.93789467984267	4.99395658598592	5.01892674871825	4.80398156397331	4.49765317615506	4.43521063818859	4.54205354489015	4.43468500118883	4.63370529206765	4.15432791157066	4.60708401400602	4.72898384866613	5.92814415845558	5.60397649899796	6.23473007934498
Picea_mature_2089	6.08654738481553	6.71400183480987	6.24278459656877	6.77380852073187	6.7498114690668	7.38805224789213	4.15432791157066	6.76909330944249	6.58976021331112	6.21019570148066	6.21268648203071	6.38189969941106	5.87205029178358	5.88608786122985	6.14596248956201	6.13384816636639	5.73127895183056	6.51051450480499	4.93228657753142	5.59289351087015	5.63387990448429	5.93493760967559	5.60976972975623
